

    0.180525348511722489E-98    0.583354868049793822E+03    0.149039504978367859E+04    0.158758857947521914E+01   -0.663972991722026729E+00    0.735647354581306168E+01    0.297156887273105319E+01    0.125092123629630869E+01   -0.103885300592903853E+02    0.100979704814370219E+01   -0.142932877698215166E+01   -0.272005303196946668E+01    0.174874833144641434E+04   -0.104549243116712098E+01    0.759033328270716634E+01    0.976364576370029935E+00   -0.253205356443821161E+01   -0.575823354991517355E+01
    0.208471764832837524E-98    0.583063003232350184E+03    0.127239816690838279E+04    0.111357388324894080E+01    0.926553745200546786E-01    0.799033922902243887E+01    0.510017014220835918E+01    0.494668255405770196E-01   -0.141179752613968361E+02    0.101891488475004266E+01   -0.106581599366250668E+01   -0.157917460033300339E+01    0.141972679642998037E+04   -0.988854975516773038E+00    0.860697019520893392E+01    0.301335705397221520E+01    0.676807803600818048E+00   -0.107156664660682566E+02
    0.502891735325450657E-98    0.581297860637533176E+03    0.143906778104407363E+04   -0.166823165297683684E+01   -0.140827111932858573E+01    0.949435087605661288E+01    0.209063006128766204E+01   -0.343772322496934413E+01   -0.982133752161651508E+01    0.103970353914445601E+01   -0.296081493055024758E+01   -0.113544764408007137E+01    0.189731209208349810E+04   -0.116165569938894153E+01    0.945052278074196650E+01    0.490377983538681406E+01   -0.456743117262967679E+01   -0.867142807855598008E+01
    0.995920567308694396E-98    0.579927275450143156E+03    0.118847437252172995E+04   -0.101907110815629554E+01   -0.382965304030545406E+00    0.521029903567789532E+01    0.107307110519960824E+01    0.125650630814948183E+01   -0.849189021303882186E+01    0.100380820767155177E+01   -0.105843517004571552E+01   -0.150055227880429842E+01    0.203596911153230280E+04   -0.128583262314893165E+01    0.101838687700033148E+02    0.336596965586368313E+01   -0.480457525440255306E+01   -0.751237147114893133E+01
    0.140034529902471416E-97    0.579241662200850101E+03    0.169912357567592267E+04    0.441253905140788216E+00   -0.171386277357807781E+01    0.642028710464256580E+01    0.389646587306091652E+01   -0.198214166299553352E+01   -0.390814344727048812E+01    0.998854433415814258E+00   -0.276791192344806358E+01   -0.175882906488876900E+01    0.218038709147533336E+04   -0.174966031332894412E+01    0.107869371531391351E+02    0.142343349087515803E+01   -0.123624925757990489E+01   -0.139473392635778062E+02
    0.229456067322187067E-96    0.573644846916807410E+03    0.179804485370847442E+04   -0.955210275090045968E-03   -0.872254414257651822E+00    0.998145680819959047E+01    0.530422790011924317E+01   -0.945861335651435375E+00   -0.810631240709174250E+01    0.971340811200916310E+00   -0.235393999160419032E+01   -0.188735011778557960E+01    0.243514386507802556E+04   -0.698929148007534362E+00    0.654607098491881967E+01    0.234545054097576999E+01   -0.339367662389392155E+01   -0.541601182091147315E+01
    0.344794244670441154E-96    0.572826374389860916E+03    0.111545164924490291E+04   -0.122575118387001858E+00   -0.140451807146742125E+01    0.730243489617108565E+01    0.280801624228856594E+01   -0.514443118765458074E+01   -0.777838204529469568E+01    0.100998951435968665E+01   -0.157814635041586948E+01   -0.242967209619972202E+00    0.138285318807342446E+04   -0.147053524921602907E+01    0.776056605331086313E+01    0.326577748864987871E+01   -0.433693530418254269E+01   -0.464345907519102497E+01
    0.116841739835699372E-95    0.570381459161265752E+03    0.124001468553371706E+04   -0.284051898020038385E+00   -0.814401795442543097E+00    0.102846925137834155E+02    0.194965303286504654E+01   -0.248862667634287593E+01   -0.104332110635596145E+02    0.993977125702382391E+00   -0.199898349474472625E+01   -0.172328813516474888E+01    0.218765637383372268E+04   -0.430864828993319238E+00    0.713973457202634165E+01    0.225659933687664527E+01    0.774222457861823088E+00   -0.956858930990570933E+01
    0.305696752570535010E-95    0.568453912685768842E+03    0.164031700686567365E+04    0.124642374618656682E+01   -0.100139978869177559E+01    0.100172512672699963E+02    0.569153935334857231E+01   -0.459358000521363685E+01   -0.142264272014130597E+02    0.102459775981787748E+01   -0.236425377626313038E+01   -0.135910562177080174E+01    0.196634455450068390E+04    0.248268541772894036E+00    0.624852515044209600E+01    0.532046227141517392E+01    0.382170475543830435E-02   -0.729227502469649114E+01
    0.156010548116388244E-94    0.565190082469414392E+03    0.177547591136971505E+04    0.199555755012234393E+01   -0.120605678684204909E+01    0.776090280909085450E+01    0.381653147457183017E+01   -0.102633971085799214E+01   -0.107594996564171996E+02    0.994410444295696916E+00   -0.121235914701735847E+01   -0.190096000887047412E+01    0.243859306708189706E+04   -0.437250140489912287E+00    0.847759006930001391E+01    0.438716019272155666E+01   -0.936355106929686265E+00   -0.894002469078667872E+01
    0.522650420611918548E-94    0.562768104054110609E+03    0.108698210648628265E+04   -0.209112365810671275E+00   -0.917099408012959749E+00    0.663572698555779361E+01    0.154026442601726687E+01    0.593523903648102369E+00   -0.133586658902935262E+02    0.100919403056690893E+01   -0.242452179672372692E+01   -0.100175897260770164E+01    0.161588807564777107E+04   -0.116424080826850296E+01    0.791811195371238341E+01    0.174643191979926016E+01    0.120342156373809139E+01   -0.798540098827550437E+01
    0.581323456702126260E-94    0.562551315059525905E+03    0.131496091602775800E+04    0.297149586903175944E+01   -0.660314609002749631E+00    0.709287922162670625E+01    0.372467509166473132E+01   -0.524364012886269393E+01   -0.957978432990727136E+01    0.103382033934534912E+01   -0.250535538737020946E+01   -0.189688575915720614E+01    0.177713605773469340E+04   -0.108525213599918580E+01    0.763689836534727906E+01    0.530274968370495925E+00   -0.816157210441894598E+00   -0.126136804286224731E+02
    0.778151118384236463E-94    0.561964088221833549E+03    0.192241136884122488E+04    0.197101770583508529E+00    0.501317709872903805E-01    0.710052163142340298E+01    0.572318484167801245E+01   -0.330678104119214122E+01   -0.617984487772497282E+01    0.973156848791725593E+00   -0.169144640422693948E+01   -0.239723380970619138E+01    0.202781208263925123E+04   -0.151578045880021861E+01    0.935020143694094230E+01    0.502119688273423392E+01   -0.518668387643544460E+01   -0.407633698535955702E+01
    0.911862587232400586E-94    0.561642951097947275E+03    0.195403578535050406E+04   -0.176559316120038878E+01   -0.167286422115208921E+01    0.712276266706839678E+01    0.492780221477864178E+01   -0.328171046267294608E+01   -0.633487880391164637E+01    0.101365721791437391E+01   -0.652416782923866290E+00   -0.657003362583550299E+00    0.224460235142904685E+04   -0.132548875782524567E+01    0.725128532197080489E+01    0.417299098942770463E+01   -0.562382746638726783E+01   -0.140397536312620055E+02
    0.145723415449238171E-93    0.560701338705006833E+03    0.125709611668596926E+04   -0.115361161753550134E+01   -0.845770156293518927E+00    0.792259665602234886E+01    0.380037564247884951E+01    0.117800579141179185E+01   -0.149700951193749532E+02    0.102645660698081809E+01   -0.172063711623097548E+01   -0.140572523863799015E+01    0.188271095281356133E+04   -0.487695692142307902E+00    0.702943318302232534E+01    0.256652302396215237E+01    0.748316299273612984E+00   -0.715979578530994232E+01
    0.209418251699734461E-93    0.559972092612559095E+03    0.118894406398298861E+04    0.562495384103240514E+00   -0.357876565817985437E+00    0.907257607186157422E+01    0.102392584525350649E+01   -0.287454800700754731E+01   -0.255120171677741325E+01    0.985766490521527206E+00   -0.165172959919320905E+01   -0.743168961708574827E+00    0.177040569422929138E+04   -0.393902559195576041E+00    0.968617650312859979E+01    0.507897812311387931E+01   -0.232107701713020909E+01   -0.619886220581330072E+01
    0.317769955726162313E-93    0.559134104102961032E+03    0.157055969093619387E+04   -0.314053955025404008E+00   -0.483989399978410839E+00    0.108123084183489553E+02    0.285702186650349299E+01   -0.567165037691949436E+01   -0.758158775571430432E+01    0.103073803201368119E+01   -0.299667096573135217E+01   -0.276908161652680773E+01    0.179870540501529717E+04   -0.152750957669989029E+01    0.963669532264267126E+01    0.745752280174144744E+00   -0.404355844671423270E+00   -0.902076761974739405E+01
    0.582722830684794759E-93    0.557917336217140132E+03    0.129227507246339610E+04   -0.113543293109910071E+00   -0.150946836157737563E+01    0.551996277696742510E+01    0.367103559369028964E+01    0.347539670519410926E+00   -0.383912656331164470E+01    0.982326119463203584E+00   -0.612138008260759037E+00   -0.181918073172822781E+01    0.171009080042812093E+04   -0.893254741781220440E+00    0.622214939642609899E+01    0.213668026868152694E+01   -0.506395688452698778E+01   -0.845115369026784791E+01
