    0.433852010965347290E+03    0.670155465602874756E+00   -0.155795849561691280E+01    0.109708604812622070E+02    0.363692954182624817E+01   -0.515799182653427124E+01   -0.285928070545196533E+01    0.148054623603820801E+01   -0.230616903305053711E+01    0.213602781295776367E+01   -0.411634936302903369E+08   -0.621460743175560815E+01    1
    0.442758572101593018E+03    0.386185526847839355E+00   -0.125076802372932439E+01    0.685091161727905273E+01    0.478704875707626343E+01   -0.160023897886276245E+01   -0.187675774097442627E+01    0.149859911203384399E+01   -0.227199745178222656E+01   -0.446090078353881836E+01   -0.396983548197834715E+08   -0.621660743175561681E+01    1
    0.459988296031951904E+03   -0.168398541212081909E+01   -0.726479923725128263E+00    0.947959804534912109E+01    0.164017069339752197E+01    0.633446753025054932E+00   -0.738316774368286133E+00    0.149488562345504761E+01   -0.211172580718994141E+00   -0.401110506057739258E+01   -0.391018141130329520E+08   -0.621860743175561392E+01    1
    0.588888734579086304E+03    0.155599284172058105E+01   -0.109799348115921025E+01    0.652425897121429443E+01    0.468046152591705322E+01   -0.553449082374572754E+01   -0.223566412925720215E+01    0.149380707740783691E+01   -0.289555406570434570E+01    0.199200725555419922E+01   -0.388980929514862597E+08   -0.622060743175561814E+01    1
    0.592022162675857544E+03   -0.138617080450057983E+01   -0.176495925784111019E+01    0.979118704795837402E+01    0.448715984821319580E+01   -0.310051059722900391E+01   -0.427131414413452148E+01    0.147240555286407471E+01   -0.341344594955444336E+01   -0.150352430343627930E+01   -0.387792511540692300E+08   -0.622260743175562414E+01    1
    0.464997410774230957E+03    0.102921056747436523E+01   -0.173933193683624276E+01    0.776672792434692383E+01    0.319139921665191650E+01   -0.490587007999420166E+01   -0.994485616683959961E+01    0.149798130989074707E+01   -0.596476078033447266E+00    0.286080598831176758E+01   -0.386923405517316461E+08   -0.622460743175562925E+01    1
    0.430021190643310547E+03    0.535457611083984375E+00   -0.134310134053230290E+01    0.503551530838012695E+01    0.150215843319892883E+01   -0.401433545351028442E+01   -0.969732880592346191E+01    0.149473375082015991E+01    0.213310337066650391E+01   -0.154557466506958008E+01   -0.378736375357602388E+08   -0.622660743175562548E+01    1
    0.498028868436813354E+03    0.428324818611145020E+00   -0.117142391204833984E+01    0.673569858074188232E+01    0.126562803983688354E+01    0.190356874465942383E+01   -0.121949553489685059E+01    0.147128546237945557E+01   -0.268686532974243164E+01   -0.934237957000732422E+00   -0.359950335445622802E+08   -0.622860743175562526E+01    1
    0.471105998754501343E+03   -0.555113673210144043E+00   -0.104366320967674264E+01    0.947055792808532715E+01    0.530513802170753479E+01    0.135880029201507568E+01   -0.202392339706420898E+00    0.148607802391052246E+01   -0.833144187927246094E+00   -0.328099107742309570E+01   -0.358354327415667176E+08   -0.623060743175562948E+01    1
    0.543996316194534302E+03   -0.960917592048645020E+00   -0.978724724054336637E+00    0.929326820373535156E+01    0.321870052814483643E+01    0.265984600782394409E+01   -0.321388006210327148E+01    0.148467445373535156E+01    0.152040719985961914E+01   -0.309032249450683594E+01   -0.356214988956066817E+08   -0.623260743175562393E+01    1
    0.456714498996734619E+03    0.106105613708496094E+01   -0.105202903151512150E+01    0.684260892868041992E+01    0.805961549282073975E+00   -0.483173650503158569E+01   -0.327193021774291992E+01    0.147825932502746582E+01    0.150874137878417969E+01   -0.106591129302978516E+01   -0.353878849683403671E+08   -0.623460743175563081E+01    1
    0.558527630567550659E+03   -0.166815590858459473E+01   -0.131736946105957209E+00    0.108602851629257202E+02    0.269161900877952576E+01   -0.152564889192581177E+01   -0.438087224960327148E+01    0.146938788890838623E+01   -0.219157791137695312E+01   -0.389682817459106445E+01   -0.348149272125233710E+08   -0.623660743175562082E+01    1
    0.478538078069686890E+03    0.123011159896850586E+01   -0.192241106033325204E+01    0.601790046691894531E+01    0.426979282498359680E+01   -0.167164206504821777E+01   -0.201257228851318359E+01    0.147225844860076904E+01    0.125417900085449219E+01   -0.269790840148925781E+01   -0.344410309541839212E+08   -0.623860743175562416E+01    1
    0.318824976682662964E+03   -0.194807392358779907E+01   -0.171026926040649419E+01    0.829467928409576416E+01    0.186734429001808167E+01   -0.573398172855377197E+01   -0.561684250831604004E+01    0.149634951353073120E+01   -0.370044279098510742E+01   -0.310165691375732422E+01   -0.341863214688345790E+08   -0.624060743175563726E+01    1
    0.346137320995330811E+03    0.194039243459701538E+01   -0.591361564397812067E+00    0.730041229724884033E+01    0.498101001977920532E+01    0.534229695796966553E+00   -0.894945859909057617E+00    0.148914635181427002E+01   -0.194837903976440430E+01    0.824622631072998047E+00   -0.341434331155063361E+08   -0.624260743175562549E+01    1
    0.494601345062255859E+03   -0.695767819881439209E+00   -0.134486857652664193E+01    0.577271544933319092E+01    0.868609011173248291E+00   -0.281753700971603394E+01   -0.111439287662506104E+01    0.145814549922943115E+01   -0.350801897048950195E+01   -0.371022939682006836E+01   -0.337512922796345577E+08   -0.624460743175562794E+01    1
