    0.183828938007354736E+04    0.527264475822448730E-01   -0.774246335029602495E-01    0.851941263675689697E+01    0.172785714268684387E+01   -0.410477212071418762E+01   -0.239217776060104370E+01    0.145259553194046021E+01   -0.408686935901641846E+00   -0.203090214729309082E+01   -0.230931488777779322E+07   -0.621460743175560815E+01    1
    0.224109056591987610E+04   -0.445538282394409180E+00   -0.314392322301864757E+00    0.968742096424102783E+01    0.117913389205932617E+01   -0.729782938957214355E+00   -0.148618919849395752E+02    0.143317985534667969E+01   -0.241854786872863770E-01   -0.259894788265228271E+01   -0.188849966760230064E+07   -0.621660743175561681E+01    1
    0.236180955171585083E+04    0.168434518575668335E+01   -0.211137950420379861E+00    0.711011278629302979E+01    0.436390596628189087E+01   -0.103462895750999451E+01   -0.319340276718139648E+01    0.141209685802459717E+01   -0.507849276065826416E+00   -0.160480749607086182E+01   -0.134796921225404902E+07   -0.621860743175561392E+01    1
    0.236992350220680237E+04   -0.548096120357513428E+00   -0.110654533505439767E+01    0.102642024755477905E+02    0.443082499504089355E+01   -0.260958588123321533E+01   -0.144921146631240845E+02    0.140876883268356323E+01   -0.325497508049011230E+00   -0.207637202739715576E+01   -0.128750991655313154E+07   -0.622060743175561814E+01    1
    0.224504351615905762E+04    0.150156497955322266E+00   -0.190639571547508235E+01    0.102606040239334106E+02    0.297834408283233643E+01   -0.230302369594573975E+01   -0.127807409763336182E+02    0.149291074275970459E+01   -0.209458923339843750E+01   -0.147838801145553589E+01   -0.117169956226761313E+07   -0.622260743175562414E+01    1
    0.212098759412765503E+04    0.156326013803482056E+01   -0.129469599127769475E+01    0.986614727973937988E+01    0.457554751634597778E+01   -0.805457442998886108E+00   -0.124298462271690369E+02    0.137496191263198853E+01   -0.628576576709747314E+00   -0.249441111087799072E+01   -0.108543353363103862E+07   -0.622460743175562925E+01    1
    0.226257488131523132E+04    0.583903074264526367E+00   -0.140546156167984027E+01    0.915687108039855957E+01    0.435720586776733398E+01   -0.348652830719947815E+01   -0.398321872949600220E+01    0.146976113319396973E+01   -0.240471500158309937E+01   -0.140678286552429199E+00   -0.102129707057546161E+07   -0.622660743175562548E+01    1
    0.216281852126121521E+04    0.903272807598114014E+00   -0.193909047245979305E+01    0.738978815078735352E+01    0.445088759064674377E+01   -0.562032258510589600E+01   -0.128677066564559937E+02    0.149107664823532104E+01   -0.196101218461990356E+01   -0.169794559478759766E+00   -0.100986138388129184E+07   -0.622860743175562526E+01    1
    0.165782579779624939E+04    0.526021718978881836E-01   -0.155364274382591239E+01    0.968479347229003906E+01    0.431486752629280090E+01    0.921493113040924072E+00   -0.677521735429763794E+01    0.149609524011611938E+01   -0.101890861988067627E+01   -0.165486896038055420E+01   -0.100647027685281402E+07   -0.623060743175562948E+01    1
    0.208936738967895508E+04    0.670815289020538330E+00   -0.788889771699905484E+00    0.102283495664596558E+02    0.768359303474426270E+00   -0.444829201698303223E+01   -0.209864360094070435E+01    0.145185190439224243E+01   -0.164425045251846313E+01   -0.281955599784851074E-01   -0.988888048746833345E+06   -0.623260743175562393E+01    1
    0.190351265668869019E+04    0.162682133913040161E+01   -0.171847468614578247E+01    0.102809977531433105E+02    0.127126467227935791E+01   -0.267220696806907654E+01   -0.134390871524810791E+02    0.148617911338806152E+01   -0.602974712848663330E+00   -0.119387698173522949E+01   -0.944595844431525562E+06   -0.623460743175563081E+01    1
