Nested Sampling Global Log-Evidence           :   -0.144086753103744911E+03  +/-    0.158394776480607014E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.144086753103744911E+03 +/-    0.158394776480607014E+00
Local Log-Evidence   -0.144086753103744911E+03 +/-    0.158394776480607014E+00

Dim No.       Mean        Sigma
   1    0.449619257198679179E+03    0.326180283939018167E+02
   2    0.106542816169470078E+01    0.218010998321873650E+00
   3   -0.746875897760328700E+00    0.134996041743507239E+00
   4    0.805365904848372871E+01    0.166373657337926284E+01
   5    0.334134639751480522E+01    0.142850072477352064E+01
   6   -0.214921331549369210E+01    0.219217111178833601E+01
   7   -0.101390406374005320E+02    0.290703630358280352E+01
   8    0.904329209212256679E+00    0.548383460960155948E-03
   9   -0.734872256057728102E+00    0.168937374120411454E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.437187984191301496E+03
   2    0.974463961281725854E+00
   3   -0.737647671861367371E+00
   4    0.519542757145012679E+01
   5    0.512297166474302568E+01
   6   -0.344498910524795399E+01
   7   -0.120635179864773558E+02
   8    0.904297225088710688E+00
   9    0.152869922989068296E+01

MAP Parameters
Dim No.        Parameter
   1    0.437187984191301496E+03
   2    0.974463961281725854E+00
   3   -0.737647671861367371E+00
   4    0.519542757145012679E+01
   5    0.512297166474302568E+01
   6   -0.344498910524795399E+01
   7   -0.120635179864773558E+02
   8    0.904297225088710688E+00
   9    0.152869922989068296E+01
