    0.163844465017318726E+04    0.148469823598861694E+01   -0.150653440952301021E+01    0.750563561916351318E+01    0.400482618808746338E+01   -0.790683031082153320E-01   -0.529830789566040039E+01    0.149603348970413208E+01   -0.259465837478637695E+01   -0.395178985595703125E+01   -0.291678574121389031E+09   -0.621460743175560815E+01    1
    0.121829284429550171E+04   -0.199406564235687256E+00   -0.176446833610534659E+01    0.102400007247924805E+02    0.139129668474197388E+01   -0.469398638606071472E+01   -0.407450038194656372E+01    0.148403733968734741E+01    0.889030456542968750E+00    0.189214992523193359E+01   -0.282766663553689361E+09   -0.621660743175561681E+01    1
    0.119015635251998901E+04   -0.165303766727447510E+00   -0.174098525047302255E+01    0.102386360168457031E+02    0.290793174505233765E+01   -0.280064231157302856E+01   -0.207496774196624756E+01    0.148638463020324707E+01   -0.238510370254516602E+01   -0.416231536865234375E+01   -0.282110555979560137E+09   -0.621860743175561392E+01    1
    0.669294798374176025E+03    0.221452224254608154E+01   -0.171668743491172782E+01    0.572757136821746826E+01    0.297727340459823608E+01   -0.111923521757125854E+01   -0.363671201467514038E+01    0.149641847610473633E+01    0.208698749542236328E+00   -0.331867265701293945E+01   -0.272362122133741617E+09   -0.622060743175561814E+01    1
    0.866454851627349854E+03    0.685706019401550293E+00   -0.502038621902465954E+00    0.780306649208068848E+01    0.479743066430091858E+01   -0.332385510206222534E+00   -0.948319709300994873E+01    0.148800277709960938E+01   -0.369626712799072266E+01   -0.142575883865356445E+01   -0.271887400921831608E+09   -0.622260743175562414E+01    1
    0.119118216037750244E+04   -0.168566536903381348E+01   -0.494542092084884866E+00    0.102762366533279419E+02    0.241221788525581360E+01   -0.491063207387924194E+00   -0.118418790698051453E+02    0.149058169126510620E+01   -0.545525074005126953E+00   -0.591239643096923828E+01   -0.270646191217484474E+09   -0.622460743175562925E+01    1
    0.119907970428466797E+04    0.127428191900253296E+01   -0.619377732276917836E-01    0.107149183750152588E+02    0.234038409590721130E+01   -0.526679044961929321E+01   -0.139083054065704346E+02    0.148139077425003052E+01   -0.536401319503784180E+01   -0.372265625000000000E+01   -0.267893914322718501E+09   -0.622660743175562548E+01    1
    0.141790939569473267E+04    0.691074013710021973E+00   -0.827955955266952648E+00    0.748101758956909180E+01    0.407748609781265259E+01   -0.379816925525665283E+01   -0.122295083999633789E+02    0.147165834903717041E+01   -0.504349279403686523E+01   -0.158932876586914062E+01   -0.266502576716231346E+09   -0.622860743175562526E+01    1
    0.499384868144989014E+03    0.243880200386047363E+01   -0.188248559236526480E+01    0.105624598264694214E+02    0.263719308376312256E+01   -0.585522642731666565E+01   -0.415081870555877686E+01    0.149142086505889893E+01   -0.538081693649291992E+01   -0.545254898071289062E+01   -0.266247803654735893E+09   -0.623060743175562948E+01    1
    0.660672438144683838E+03    0.483879625797271729E+00   -0.297674113512039318E+00    0.877426755428314209E+01    0.236276441812515259E+01   -0.183485805988311768E+00   -0.831862223148345947E+01    0.148275965452194214E+01   -0.458810186386108398E+01   -0.480578660964965820E+01   -0.265479119573328644E+09   -0.623260743175562393E+01    1
    0.975054967403411865E+03    0.212935644388198853E+01   -0.694917440414430931E-01    0.616244864463806152E+01    0.490665262937545776E+01    0.122946569323539734E+01   -0.998159813880920410E+01    0.148568600416183472E+01   -0.488312721252441406E+01   -0.260824680328369141E+00   -0.265203686977879584E+09   -0.623460743175563081E+01    1
    0.521864771842956543E+03   -0.128718090057373047E+01    0.723283886909475981E-02    0.548978388309478760E+01    0.126930066943168640E+01   -0.516125088930130005E+01   -0.123203142881393433E+02    0.148722171783447266E+01   -0.136996126174926758E+01   -0.596141242980957031E+01   -0.264952689990928262E+09   -0.623660743175562082E+01    1
    0.925177240371704102E+03    0.186806041002273560E+01   -0.967268645763399437E-01    0.734131562709808350E+01    0.131740185618400574E+01   -0.708069115877151489E+00   -0.997066020965576172E+01    0.148227429389953613E+01   -0.249542617797851562E+01   -0.400164747238159180E+01   -0.264090502140428990E+09   -0.623860743175562416E+01    1
    0.150553915500640869E+04   -0.994299173355102539E+00   -0.169732680320739737E+01    0.892096507549285889E+01    0.561494529247283936E+01   -0.249227812886238098E+01   -0.785369437932968140E+01    0.147388368844985962E+01   -0.282965946197509766E+01    0.131856298446655273E+01   -0.263173413841303170E+09   -0.624060743175563726E+01    1
    0.124077984094619751E+04    0.559249699115753174E+00    0.644479095935821533E-01    0.547757697105407715E+01    0.126135843992233276E+01   -0.592434024810791016E+01   -0.666840130090713501E+01    0.147321265935897827E+01   -0.773100852966308594E-01    0.162005472183227539E+01   -0.263010135508534878E+09   -0.624260743175562549E+01    1
