    0.762983131408691406E+03   -0.256066703796386719E+01   -0.663251209259033203E+01   -0.279323959350585938E+01   -0.133916401863098145E+01   -0.265525066852569580E+02    0.149349272251129150E+01   -0.933772413652467914E+07   -0.621460743175560815E+01    1
    0.615877109766006470E+03   -0.101587221622467041E+02   -0.603218865394592285E+01   -0.443254923820495605E+01   -0.115311241149902344E+02   -0.268056929111480713E+02    0.145430880784988403E+01   -0.747927955588446558E+07   -0.621660743175561681E+01    1
    0.661817717552185059E+03   -0.158677482604980469E+01   -0.385397100448608398E+01   -0.404671812057495117E+01   -0.739209508895874023E+01   -0.366568171977996826E+02    0.149750858545303345E+01   -0.722124707376150042E+07   -0.621860743175561392E+01    1
    0.499844568967819214E+03   -0.639595627784729004E+01   -0.419113969802856445E+01   -0.869689607620239258E+01   -0.586005306243896484E+01   -0.259415864944458008E+02    0.145020824670791626E+01   -0.688705541428378131E+07   -0.622060743175561814E+01    1
    0.713619041442871094E+03   -0.629427123069763184E+01   -0.618621039390563965E+01   -0.629393291473388672E+01   -0.828835701942443848E+01   -0.273807871341705322E+02    0.143472719192504883E+01   -0.686953208334374055E+07   -0.622260743175562414E+01    1
    0.726619231700897217E+03   -0.966825842857360840E+01   -0.141601610183715820E+01   -0.460439085960388184E+01   -0.549476194381713867E+01   -0.265684294700622559E+02    0.145369684696197510E+01   -0.677141390426292736E+07   -0.622460743175562925E+01    1
    0.781354713439941406E+03   -0.835449957847595215E+01   -0.115590684413909912E+02   -0.929123640060424805E+01   -0.127140498161315918E+01   -0.438487529754638672E+02    0.143829953670501709E+01   -0.650396769999569934E+07   -0.622660743175562548E+01    1
    0.449576961994171143E+03   -0.842027235031127930E+01   -0.787750625610351562E+01   -0.110290274620056152E+02   -0.284816837310791016E+01   -0.367175757884979248E+02    0.148827034235000610E+01   -0.644987090712497942E+07   -0.622860743175562526E+01    1
    0.441681194305419922E+03   -0.264565086364746094E+01   -0.698341441154479980E+01   -0.100277717113494873E+02   -0.550139951705932617E+01   -0.250550436973571777E+02    0.144260692596435547E+01   -0.624255333476504311E+07   -0.623060743175562948E+01    1
    0.751321303844451904E+03   -0.185762000083923340E+01   -0.641783738136291504E+01   -0.995850062370300293E+01   -0.287609553337097168E+01   -0.350274395942687988E+02    0.143360555171966553E+01   -0.610062829296291154E+07   -0.623260743175562393E+01    1
    0.478910613059997559E+03   -0.465202617645263672E+01   -0.709991598129272461E+01   -0.100626461505889893E+02   -0.399760150909423828E+01   -0.281267642974853516E+02    0.145759689807891846E+01   -0.601216605282691959E+07   -0.623460743175563081E+01    1
    0.609865474700927734E+03   -0.314075374603271484E+01   -0.991704154014587402E+01   -0.609090399742126465E+01   -0.813853955268859863E+01   -0.441773164272308350E+02    0.146753430366516113E+01   -0.583500530939084105E+07   -0.623660743175562082E+01    1
    0.572936105728149414E+03   -0.998500156402587891E+01   -0.671209502220153809E+01   -0.490034151077270508E+01   -0.384549021720886230E+01   -0.284846222400665283E+02    0.144211143255233765E+01   -0.577385333628364559E+07   -0.623860743175562416E+01    1
    0.670624631643295288E+03   -0.106606657505035400E+02   -0.157084751129150391E+01   -0.865885305404663086E+01   -0.872299504280090332E+01   -0.363445591926574707E+02    0.147190904617309570E+01   -0.572642486034657247E+07   -0.624060743175563726E+01    1
    0.386874097585678101E+03   -0.136196637153625488E+01   -0.108451559543609619E+02   -0.391202759742736816E+01   -0.678198051452636719E+01   -0.402071225643157959E+02    0.148869007825851440E+01   -0.572466949178018700E+07   -0.624260743175562549E+01    1
    0.374447780847549438E+03   -0.112856490612030029E+02   -0.648507356643676758E+00   -0.640504860877990723E+01   -0.534845352172851562E+01   -0.260635471343994141E+02    0.149740135669708252E+01   -0.572199603032346629E+07   -0.624460743175562794E+01    1
    0.743342477083206177E+03   -0.100106570720672607E+02   -0.316459822654724121E+01   -0.132703757286071777E+01   -0.161994695663452148E+01   -0.381926691532135010E+02    0.145207935571670532E+01   -0.569859861820660997E+07   -0.624660743175561439E+01    1
    0.317298936843872070E+03   -0.668351483345031738E+01   -0.204720783233642578E+01   -0.325845766067504883E+01   -0.135218596458435059E+01   -0.295976209640502930E+02    0.147814732789993286E+01   -0.560681408546104375E+07   -0.624860743175559463E+01    1
    0.790170925855636597E+03   -0.971098136901855469E+01   -0.610189604759216309E+01   -0.312954711914062500E+01   -0.119286231994628906E+02   -0.274997246265411377E+02    0.139146941900253296E+01   -0.554863303897830658E+07   -0.625060743175561750E+01    1
    0.573688316345214844E+03   -0.485695338249206543E+01   -0.590650534629821777E+01   -0.807006740570068359E+01   -0.526922035217285156E+01   -0.261372840404510498E+02    0.140132606029510498E+01   -0.550238417514059413E+07   -0.625260743175562173E+01    1
    0.399908441305160522E+03   -0.471607375144958496E+01   -0.592531442642211914E+00   -0.998441863059997559E+01   -0.151394391059875488E+01   -0.377788555622100830E+02    0.149473118782043457E+01   -0.542129299630927481E+07   -0.625460743175560463E+01    1
    0.323938626050949097E+03   -0.643976640701293945E+01   -0.604447746276855469E+01   -0.212573575973510742E+01   -0.178283643722534180E+01   -0.297766757011413574E+02    0.146610552072525024E+01   -0.534221865764666814E+07   -0.625660743175562306E+01    1
    0.507786947488784790E+03   -0.102883737087249756E+02   -0.101944162845611572E+02   -0.360839366912841797E+01   -0.133028769493103027E+01   -0.439799702167510986E+02    0.144484025239944458E+01   -0.530228024784876220E+07   -0.625860743175563883E+01    1
    0.308495301008224487E+03   -0.979598951339721680E+01   -0.393949484825134277E+01   -0.783947038650512695E+01   -0.494154095649719238E+01   -0.385242772102355957E+02    0.147671157121658325E+01   -0.528076900032015331E+07   -0.626060743175564038E+01    1
    0.510287392139434814E+03   -0.831480860710144043E+01   -0.100426619052886963E+02   -0.102237510681152344E+02   -0.369164943695068359E+00   -0.417999351024627686E+02    0.147950708866119385E+01   -0.525877793764188979E+07   -0.626260743175563128E+01    1
    0.575779396295547485E+03   -0.374398756027221680E+01   -0.482502222061157227E+01   -0.518528723716735840E+01   -0.649277472496032715E+01   -0.410028803348541260E+02    0.145200759172439575E+01   -0.523179996934038308E+07   -0.626460743175563195E+01    1
    0.509834039211273193E+03   -0.885229182243347168E+01   -0.913510823249816895E+01   -0.183066129684448242E+01   -0.115655364990234375E+02   -0.346390843391418457E+02    0.146413511037826538E+01   -0.522284073694516718E+07   -0.626660743175561752E+01    1
    0.450390058755874634E+03   -0.422980785369873047E+01   -0.274113106727600098E+01   -0.296123313903808594E+01   -0.685311841964721680E+01   -0.397362375259399414E+02    0.146078884601593018E+01   -0.516534615079296194E+07   -0.626860743175560398E+01    1
    0.619589287042617798E+03   -0.955698609352111816E+01   -0.483529257774353027E+01   -0.113290643692016602E+02   -0.722530245780944824E+01   -0.276420128345489502E+02    0.140670716762542725E+01   -0.516442196956046112E+07   -0.627060743175561264E+01    1
