

    0.124041023287993709E-98    0.545731812522918972E+03    0.359904431724034396E+03   -0.244483768828432035E+00   -0.876156941813308610E+00    0.878792077976869379E+01    0.268331979281185173E+01   -0.285938328346403381E+01   -0.849895193224324608E+01    0.905090974751654676E+00   -0.297979119900819711E-01    0.216757717074334444E+00
    0.124909590451914708E-98    0.545713856812183963E+03    0.478016298421718147E+03    0.115977137379464068E+01   -0.155310748216830952E+01    0.510174861589509998E+01    0.453200762209221519E+01   -0.332400591262946854E+01   -0.703519088874996790E+01    0.898783963642888151E+00    0.784698482302381706E-02   -0.242895837781401447E+00
    0.152622695541516470E-98    0.545309099543658476E+03    0.539869381452722791E+03    0.136352315368579990E+01   -0.166178977610412870E+01    0.975132630217340513E+01    0.477332864296394455E+01    0.885428724793789534E+00   -0.121460881006193340E+02    0.900791866780559669E+00    0.370612511702746339E+00    0.146259475914510695E+01
    0.159767715499116495E-98    0.545213595246133309E+03    0.349646494692789247E+03   -0.109695836475898401E+01    0.190358079226284893E+00    0.999266544251617006E+01    0.375272008637248877E+01   -0.553426909758667485E+01   -0.984405715431653761E+01    0.904341062321085909E+00   -0.224131096772634120E+01   -0.160320638914411173E+01
    0.167512317691890347E-98    0.545114923436597337E+03    0.441086139427663682E+03    0.243633760844226188E+01    0.237809070471937112E+00    0.795903873049208777E+01    0.313303693183270804E+01   -0.323064774858733594E+01   -0.904937807619919710E+01    0.909483657414921765E+00    0.105200012247401897E+01   -0.597322279923694133E+00
    0.182398913664261549E-98    0.544940644966969103E+03    0.473174498583711284E+03    0.964849686377559301E+00   -0.677402769106381086E-01    0.102478046750322314E+02    0.297362224926140239E+01   -0.508307639106009646E+01   -0.145762411158949661E+02    0.897643362413593326E+00    0.563156981449014715E+00   -0.555687275509193945E+00
    0.211619572877544301E-98    0.544639456820382748E+03    0.432690207166532048E+03    0.193432105711270985E+01   -0.117326457277461493E+01    0.868720124069110966E+01    0.363316317450645609E+01   -0.855084528124788079E+00   -0.918724325737378678E+01    0.907167618548199828E+00   -0.382958198598398658E+01   -0.478104880573279978E+01
    0.231825639114040182E-98    0.544453066143510227E+03    0.385154274372463931E+03    0.409840628178374189E+00   -0.575253405924997407E+00    0.818148654004674114E+01    0.404867271641571946E+01   -0.539759309316829139E+00   -0.574996169678900948E+01    0.903043759186188177E+00   -0.116380904848410704E+01   -0.418625029238741497E+01
    0.236587411673660415E-98    0.544408401720577672E+03    0.366977930388565767E+03   -0.799041780806131863E+00   -0.183757939879201326E+01    0.106696799597121377E+02    0.344642462995614896E+01    0.740273286005715292E+00   -0.109719574649699521E+02    0.906708694049214503E+00   -0.203648052563115689E+01    0.379328800885535777E+00
    0.283078949012852220E-98    0.544045585549608631E+03    0.563149792780299549E+03    0.223149096404270431E+01   -0.498847404942776018E+00    0.806968685887086323E+01    0.348621701286445251E+01   -0.470559848605245445E+01   -0.139537562019701706E+02    0.908309263956774915E+00    0.829144816876436153E+00   -0.214435079429099185E+01
    0.291266146830021456E-98    0.543984562324432318E+03    0.458707091085549564E+03    0.186530562920194676E+01   -0.649004533667153938E+00    0.674192460304253061E+01    0.324039820526771338E+01   -0.225854596529398544E+01   -0.614829256460723528E+01    0.907477501806036480E+00   -0.764925919196196347E+00   -0.260532974189557631E+01
    0.420344314855471176E-98    0.543246888865233927E+03    0.455213820294408208E+03    0.222856327275836641E+01   -0.659968043431653495E+00    0.662172342821213356E+01    0.507998055211762534E+01   -0.743774023510290760E-02   -0.119682038227873804E+02    0.906550886053441141E+00   -0.161666236893666948E+01    0.499725808514821956E+00
    0.853143809288865351E-98    0.541827180959341376E+03    0.452293295777584319E+03   -0.346109802632697861E+00    0.269103762365632271E-01    0.882868333624208468E+01    0.110642282284871252E+01    0.109181987116678947E+01   -0.864335996692343045E+01    0.901009886750850031E+00    0.366744731850246808E+00   -0.221361431727739255E+01
    0.120881702699636647E-97    0.541126242217184881E+03    0.351514091437474235E+03    0.181288342827274729E+01   -0.107349443925208732E-02    0.797228994396002300E+01    0.409575833050221050E+01   -0.307372702343127635E+01   -0.916534214298955163E+01    0.902311541664106764E+00   -0.101866495364922782E+01   -0.460934448024519661E+01
    0.148181031972157796E-97    0.540714997594091983E+03    0.384596078538012989E+03    0.840443802224495329E+00   -0.391790796360118376E+00    0.576968749593819119E+01    0.325453790756751138E+01    0.750904238007508162E+00   -0.138768433676185925E+02    0.901724332707844356E+00   -0.134141592254017317E+01    0.111818500041295543E+01
    0.191178026142805848E-97    0.540201456888687062E+03    0.459937454061326662E+03   -0.139495835094766729E+01   -0.299553764929341160E+00    0.875449002905054030E+01    0.272994963346702946E+01   -0.147927559948445442E+01   -0.103035269740642725E+02    0.904602649346853083E+00    0.908705649425765927E+00   -0.148774664932143796E+01
    0.220221954597442047E-97    0.539914595180041488E+03    0.590941303968429565E+03   -0.105597060918807983E+01   -0.179958096146583557E+01    0.709748423099517822E+01    0.471117091178894043E+01   -0.358272403478622437E+00   -0.307994306087493896E+01    0.899995982646942139E+00    0.498780727386474609E+00   -0.401347124576568604E+01
    0.300712804069904173E-97    0.539287555684718768E+03    0.423643435042611088E+03   -0.114737511984176166E+01    0.220125129706229661E+00    0.698612135888453700E+01    0.335618166325377931E+01   -0.268591429582064700E+01   -0.114665225983672201E+02    0.905782079422502551E+00    0.136518190521655658E+01    0.121809167077653591E+01
    0.374851279726914226E-97    0.538842808304822029E+03    0.371586990396766168E+03    0.251700344832074041E+00   -0.338796421231516875E+00    0.850479718902452930E+01    0.291333892990766952E+01    0.950530792377586309E-01   -0.718476558183281178E+01    0.903357435993008551E+00    0.418621020181181969E+00   -0.464957098387572820E+01
    0.501080631455781433E-97    0.538258332966320495E+03    0.361995561328026611E+03   -0.379067447818267844E+00   -0.375876527492220225E+00    0.823490675123426996E+01    0.385571755524487658E+01   -0.136805084518087572E+01   -0.582700431718258294E+01    0.900839939909983900E+00   -0.487834828243196128E+00    0.132784204407613515E+00
    0.669853591706787856E-97    0.537673748687319062E+03    0.474049313300316498E+03   -0.107834838499752417E+01   -0.106493653985915793E+01    0.570247617942949692E+01    0.292151500000828301E+01   -0.884195354732757011E+00   -0.113319626634306800E+02    0.905940181144767487E+00    0.144801540847499766E+01   -0.274911584810613885E+01
