    0.122504984140396118E+04   -0.478092169761657715E+01   -0.917091894149780273E+01   -0.504029703140258789E+01   -0.100184762477874756E+02   -0.398864340782165527E+02    0.119854289293289185E+01    0.695312536858624169-309
    0.105984800457954407E+04   -0.966279745101928711E+00   -0.499115538597106934E+01   -0.466465044021606445E+01   -0.102093243598937988E+02   -0.298628091812133789E+02    0.131697344779968262E+01    0.695312536858624169-309
    0.123919575214385986E+04   -0.560036230087280273E+01   -0.717712855339050293E+01   -0.742703676223754883E+01   -0.709733104705810547E+01   -0.433917915821075439E+02    0.110148882865905762E+01    0.695312536858624169-309
    0.460284829139709473E+03   -0.933479619026184082E+01   -0.919036030769348145E+01   -0.293520212173461914E+01   -0.103650476932525635E+02   -0.302892184257507324E+02    0.141648656129837036E+01    0.695312536858624169-309
    0.305960428714752197E+03   -0.138871479034423828E+01   -0.789558076858520508E+01   -0.138969683647155762E+01   -0.114082131385803223E+02   -0.356339681148529053E+02    0.654029250144958496E+00    0.695312536858624169-309
    0.104143159389495850E+04   -0.750281882286071777E+01   -0.310667753219604492E+00   -0.830249118804931641E+01   -0.893595814704895020E+01   -0.335471951961517334E+02    0.117933201789855957E+01    0.695312536858624169-309
    0.103557062745094299E+04   -0.626310753822326660E+01   -0.822320938110351562E+00   -0.698354244232177734E+01   -0.352904677391052246E+01   -0.310424673557281494E+02    0.123642235994338989E+01    0.695312536858624169-309
    0.568820464611053467E+03   -0.898304700851440430E+00   -0.195355010032653809E+01   -0.692849779129028320E+01   -0.882886433601379395E+01   -0.427999818325042725E+02    0.718887567520141602E+00    0.695312536858624169-309
    0.115642422437667847E+04   -0.950430893898010254E+01   -0.958430242538452148E+01   -0.908141541481018066E+01   -0.694173860549926758E+01   -0.429316461086273193E+02    0.616459965705871582E+00    0.695312536858624169-309
    0.918761259317398071E+03   -0.143608474731445312E+01   -0.668042135238647461E+01   -0.155570626258850098E+01   -0.997185945510864258E+01   -0.262400484085083008E+02    0.972991466522216797E+00    0.695312536858624169-309
    0.130664731860160828E+04   -0.105976760387420654E+02   -0.955662417411804199E+01   -0.730220532417297363E+01   -0.510951662063598633E+01   -0.403087162971496582E+02    0.118968755006790161E+01    0.695312536858624169-309
    0.592440658807754517E+03   -0.106700427532196045E+02   -0.454482650756835938E+01   -0.569879293441772461E+01   -0.586066031455993652E+01   -0.349184334278106689E+02    0.598596692085266113E+00    0.695312536858624169-309
    0.153685726523399353E+04   -0.717950248718261719E+01   -0.552528619766235352E+01   -0.675460052490234375E+01   -0.917217493057250977E+01   -0.255707597732543945E+02    0.141105633974075317E+01    0.695312536858624169-309
    0.108298360705375671E+04   -0.452646088600158691E+01   -0.477610588073730469E+00   -0.843506097793579102E+00   -0.577201366424560547E+00   -0.427624130249023438E+02    0.119808977842330933E+01    0.695312536858624169-309
    0.124153830409049988E+04   -0.883020186424255371E+01   -0.280862545967102051E+01   -0.115398402214050293E+02   -0.113983497619628906E+02   -0.292570209503173828E+02    0.106823951005935669E+01    0.695312536858624169-309
    0.768822759389877319E+03   -0.858035373687744141E+01   -0.497173833847045898E+01   -0.965902090072631836E+00   -0.566094446182250977E+01   -0.354978024959564209E+02    0.136229610443115234E+01    0.695312536858624169-309
    0.150945942997932434E+04   -0.100461494922637939E+02   -0.465939545631408691E+01   -0.107644929885864258E+02   -0.436165809631347656E+01   -0.258760797977447510E+02    0.855096578598022461E+00    0.695312536858624169-309
    0.144131455421447754E+04   -0.867999029159545898E+01   -0.653246068954467773E+01   -0.531722402572631836E+01   -0.392604446411132812E+01   -0.309258580207824707E+02    0.746418535709381104E+00    0.695312536858624169-309
    0.368130183219909668E+03   -0.109727196693420410E+02   -0.112583434581756592E+02   -0.572181415557861328E+01   -0.225371003150939941E+01   -0.439713621139526367E+02    0.685785830020904541E+00    0.695312536858624169-309
    0.137042444944381714E+03   -0.236788702011108398E+01   -0.502639961242675781E+01   -0.902920889854431152E+01   -0.911985540390014648E+01   -0.446167111396789551E+02    0.855512559413909912E+00    0.695312536858624169-309
    0.104372363686561584E+04   -0.111298928260803223E+02   -0.712127280235290527E+01   -0.955424308776855469E+01   -0.882211017608642578E+01   -0.273984372615814209E+02    0.925636708736419678E+00    0.695312536858624169-309
    0.311597502231597900E+03   -0.138943433761596680E+00   -0.604192900657653809E+01   -0.630350875854492188E+01   -0.746664118766784668E+01   -0.331591761112213135E+02    0.131468719244003296E+01    0.695312536858624169-309
    0.151344986557960510E+04   -0.108933770656585693E+02   -0.630687475204467773E+01   -0.110629262924194336E+02   -0.391791772842407227E+01   -0.400384008884429932E+02    0.574294328689575195E+00    0.695312536858624169-309
    0.107084506750106812E+03   -0.526132249832153320E+01   -0.101299145221710205E+02   -0.394216132164001465E+01   -0.285178112983703613E+01   -0.266026294231414795E+02    0.125500762462615967E+01    0.695312536858624169-309
    0.183767649531364441E+04   -0.250654506683349609E+01   -0.668667840957641602E+01   -0.836902356147766113E+01   -0.110061149597167969E+02   -0.279400777816772461E+02    0.802908658981323242E+00    0.695312536858624169-309
    0.625807386636734009E+03   -0.664612770080566406E+01   -0.305742788314819336E+01   -0.512754607200622559E+01   -0.628984737396240234E+01   -0.281826615333557129E+02    0.577690064907073975E+00    0.695312536858624169-309
    0.137548120021820068E+04   -0.855373406410217285E+01   -0.314511895179748535E+01   -0.265903186798095703E+01   -0.302626562118530273E+01   -0.407119035720825195E+02    0.142864394187927246E+01    0.695312536858624169-309
    0.305396902561187744E+03   -0.842305326461791992E+01   -0.104591624736785889E+02   -0.116129336357116699E+02   -0.213295769691467285E+01   -0.262947428226470947E+02    0.123638802766799927E+01    0.695312536858624169-309
    0.597186917066574097E+03   -0.355124974250793457E+01   -0.789804768562316895E+01   -0.417196154594421387E+01   -0.118746964931488037E+02   -0.432358598709106445E+02    0.951657712459564209E+00    0.695312536858624169-309
    0.459468871355056763E+03   -0.109639148712158203E+02   -0.108461859226226807E+02   -0.730850172042846680E+01   -0.787039232254028320E+01   -0.407255721092224121E+02    0.880063831806182861E+00    0.695312536858624169-309
    0.192065390944480896E+04   -0.115694639682769775E+02   -0.110374588966369629E+02   -0.354007959365844727E+01   -0.907114577293395996E+01   -0.348882234096527100E+02    0.119679778814315796E+01    0.695312536858624169-309
    0.618747907876968384E+03   -0.158745789527893066E+01   -0.653018832206726074E+01   -0.526333522796630859E+01   -0.798887586593627930E+01   -0.419250965118408203E+02    0.814705789089202881E+00    0.695312536858624169-309
    0.178169035315513611E+04   -0.703584909439086914E+01   -0.550450086593627930E+01   -0.991770744323730469E+01   -0.111855218410491943E+02   -0.423365783691406250E+02    0.148072916269302368E+01    0.695312536858624169-309
    0.120651338696479797E+04   -0.592129397392272949E+01   -0.874657130241394043E+01   -0.429559922218322754E+01   -0.583238196372985840E+01   -0.336197340488433838E+02    0.769284009933471680E+00    0.695312536858624169-309
    0.653886073827743530E+03   -0.255604147911071777E+01   -0.109523220062255859E+02   -0.318044114112854004E+01   -0.431870555877685547E+01   -0.437255072593688965E+02    0.628049015998840332E+00    0.695312536858624169-309
    0.892305314540863037E+03   -0.292153429985046387E+01   -0.417724657058715820E+01   -0.300379586219787598E+01   -0.925236654281616211E+01   -0.383675813674926758E+02    0.622401356697082520E+00    0.695312536858624169-309
    0.743769854307174683E+03   -0.111396389007568359E+02   -0.769535064697265625E+01   -0.490936303138732910E+01   -0.647121405601501465E+01   -0.415442955493927002E+02    0.529873967170715332E+00    0.695312536858624169-309
    0.184101235270500183E+04   -0.798471665382385254E+01   -0.705435419082641602E+01   -0.127274751663208008E+01   -0.407844614982604980E+01   -0.380028927326202393E+02    0.541464209556579590E+00    0.695312536858624169-309
    0.125841430425643921E+04   -0.784000539779663086E+01   -0.251077079772949219E+01   -0.333604574203491211E+00   -0.601998782157897949E+01   -0.373550927639007568E+02    0.816832780838012695E+00    0.695312536858624169-309
    0.132012596726417542E+04   -0.300232744216918945E+01   -0.104593842029571533E+02   -0.112302875518798828E+02   -0.214713263511657715E+01   -0.404965019226074219E+02    0.143548780679702759E+01    0.695312536858624169-309
    0.313268715143203735E+03   -0.943078279495239258E+00   -0.733619213104248047E+00   -0.885787582397460938E+01   -0.727331614494323730E+01   -0.380412507057189941E+02    0.750759899616241455E+00    0.695312536858624169-309
    0.125889402627944946E+04   -0.402796912193298340E+01   -0.101450901031494141E+02   -0.373495388031005859E+01   -0.718910765647888184E+01   -0.295636475086212158E+02    0.835055708885192871E+00    0.695312536858624169-309
    0.396672850847244263E+03   -0.277988004684448242E+01   -0.277330040931701660E+01   -0.127794671058654785E+01   -0.316927528381347656E+01   -0.252530002593994141E+02    0.944145202636718750E+00    0.695312536858624169-309
    0.771501207351684570E+03   -0.434357786178588867E+01   -0.164471340179443359E+01   -0.733873486518859863E+01   -0.264393997192382812E+01   -0.434618246555328369E+02    0.503682255744934082E+00    0.695312536858624169-309
    0.402054435014724731E+03   -0.331458234786987305E+01   -0.114255609512329102E+02   -0.433105945587158203E+01   -0.424180555343627930E+01   -0.426560091972351074E+02    0.840496599674224854E+00    0.695312536858624169-309
    0.810527318716049194E+03   -0.108561379909515381E+02   -0.569904327392578125E+01   -0.239835476875305176E+01   -0.992360472679138184E+01   -0.363791573047637939E+02    0.903277933597564697E+00    0.695312536858624169-309
    0.180591563582420349E+04   -0.629786968231201172E+00   -0.811404061317443848E+01   -0.835797715187072754E+01   -0.885846018791198730E+01   -0.301100349426269531E+02    0.690178275108337402E+00    0.695312536858624169-309
    0.118308786749839783E+04   -0.400527477264404297E+01   -0.418817925453186035E+01   -0.326763796806335449E+01   -0.261384201049804688E+01   -0.444118571281433105E+02    0.723261892795562744E+00    0.695312536858624169-309
    0.190512760877609253E+04   -0.982665395736694336E+01   -0.127477097511291504E+01   -0.505079269409179688E+00   -0.106816506385803223E+01   -0.394749939441680908E+02    0.956628203392028809E+00    0.695312536858624169-309
    0.186379348635673523E+04   -0.373566842079162598E+01   -0.917667460441589355E+01   -0.359864616394042969E+01   -0.115715961456298828E+02   -0.400150227546691895E+02    0.700546741485595703E+00    0.695312536858624169-309
    0.192379633784294128E+04   -0.686289167404174805E+01   -0.307685279846191406E+01   -0.226001930236816406E+01   -0.119074130058288574E+02   -0.284706997871398926E+02    0.619479000568389893E+00    0.695312536858624169-309
    0.127360097169876099E+04   -0.993868732452392578E+01   -0.101817984580993652E+02   -0.130513930320739746E+01   -0.490178775787353516E+01   -0.378101706504821777E+02    0.787771582603454590E+00    0.695312536858624169-309
    0.104281991124153137E+04   -0.816185331344604492E+01   -0.116368818283081055E+01   -0.434200215339660645E+01   -0.258652782440185547E+01   -0.360305750370025635E+02    0.149899828433990479E+01    0.695312536858624169-309
    0.171539698243141174E+04   -0.454943990707397461E+01   -0.112824625968933105E+02   -0.110767507553100586E+01   -0.494818353652954102E+01   -0.393497288227081299E+02    0.655123412609100342E+00    0.695312536858624169-309
    0.176048054695129395E+04   -0.140652465820312500E+01   -0.808303427696228027E+01   -0.358625793457031250E+01   -0.100784697532653809E+02   -0.298032569885253906E+02    0.607055008411407471E+00    0.695312536858624169-309
    0.674136096239089966E+03   -0.983303689956665039E+01   -0.300705671310424805E+00   -0.810505771636962891E+01   -0.169550728797912598E+01   -0.374005365371704102E+02    0.603202819824218750E+00    0.695312536858624169-309
    0.464600628614425659E+03   -0.109254169464111328E+01   -0.252574038505554199E+01   -0.815795731544494629E+01   -0.108050422668457031E+02   -0.289168298244476318E+02    0.846043884754180908E+00    0.695312536858624169-309
    0.105704872012138367E+04   -0.660350418090820312E+01   -0.857820296287536621E+01   -0.637679386138916016E+01   -0.394147396087646484E+01   -0.409332048892974854E+02    0.544195711612701416E+00    0.695312536858624169-309
    0.129001333117485046E+04   -0.529509115219116211E+01   -0.885286331176757812E+00   -0.365957736968994141E+01   -0.300790071487426758E+01   -0.307988357543945312E+02    0.690903961658477783E+00    0.695312536858624169-309
    0.185725857615470886E+04   -0.676640725135803223E+01   -0.349870991706848145E+01   -0.745676279067993164E+00   -0.834138321876525879E+01   -0.342353582382202148E+02    0.111063402891159058E+01    0.695312536858624169-309
    0.712130510807037354E+03   -0.233901929855346680E+01   -0.351770496368408203E+01   -0.479857850074768066E+01   -0.221009802818298340E+01   -0.324190759658813477E+02    0.124808746576309204E+01    0.695312536858624169-309
    0.897876137495040894E+03   -0.803667283058166504E+01   -0.109942474365234375E+02   -0.132059884071350098E+01   -0.113816943168640137E+02   -0.341210567951202393E+02    0.128098773956298828E+01    0.695312536858624169-309
    0.130236538052558899E+04   -0.458084249496459961E+01   -0.771671533584594727E+00   -0.224151134490966797E+01   -0.247381496429443359E+01   -0.280333471298217773E+02    0.134383046627044678E+01    0.695312536858624169-309
    0.141662732958793640E+04   -0.876372814178466797E+00   -0.247522616386413574E+01   -0.450197410583496094E+01   -0.223474574089050293E+01   -0.352533328533172607E+02    0.691652715206146240E+00    0.695312536858624169-309
    0.170317675471305847E+04   -0.736686873435974121E+01   -0.547953128814697266E+01   -0.452294111251831055E+00   -0.100213272571563721E+02   -0.409480619430541992E+02    0.117412775754928589E+01    0.695312536858624169-309
    0.158708504438400269E+04   -0.809532666206359863E+01   -0.833234882354736328E+01   -0.421285271644592285E+01   -0.295086550712585449E+01   -0.356647884845733643E+02    0.721100628376007080E+00    0.695312536858624169-309
    0.152010368704795837E+04   -0.231610536575317383E+00   -0.118740277290344238E+02   -0.105528187751770020E+02   -0.119543216228485107E+02   -0.418253934383392334E+02    0.980735003948211670E+00    0.695312536858624169-309
    0.841395664215087891E+03   -0.710588693618774414E+01   -0.322399663925170898E+01   -0.224351477622985840E+01   -0.376343250274658203E+00   -0.360330057144165039E+02    0.889389693737030029E+00    0.695312536858624169-309
    0.197665443420410156E+04   -0.113224060535430908E+02   -0.361806321144104004E+01   -0.718219757080078125E+00   -0.849874162673950195E+01   -0.361380410194396973E+02    0.105213606357574463E+01    0.695312536858624169-309
    0.148603934645652771E+04   -0.526617407798767090E+01   -0.100266959667205811E+02   -0.105948364734649658E+02   -0.452322435379028320E+01   -0.311204171180725098E+02    0.119619119167327881E+01    0.695312536858624169-309
    0.178954891562461853E+04   -0.140706467628479004E+01   -0.282647180557250977E+01   -0.855075001716613770E+01   -0.367308926582336426E+01   -0.416858899593353271E+02    0.104632842540740967E+01    0.695312536858624169-309
    0.184564638137817383E+04   -0.107959756851196289E+02   -0.171826243400573730E+01   -0.766723322868347168E+01   -0.116749370098114014E+02   -0.367059159278869629E+02    0.935430049896240234E+00    0.695312536858624169-309
    0.105112456083297729E+04   -0.908877754211425781E+01   -0.825544095039367676E+01   -0.788550710678100586E+01   -0.217458844184875488E+01   -0.418492007255554199E+02    0.778989076614379883E+00    0.695312536858624169-309
    0.124846109151840210E+04   -0.109039063453674316E+02   -0.689555597305297852E+01   -0.108323807716369629E+02   -0.386587285995483398E+01   -0.444175875186920166E+02    0.865236043930053711E+00    0.695312536858624169-309
    0.143206540942192078E+04   -0.107227013111114502E+02   -0.600389957427978516E+00   -0.538808226585388184E+01   -0.218117952346801758E+01   -0.409907066822052002E+02    0.835036575794219971E+00    0.695312536858624169-309
    0.165780282020568848E+04   -0.591974472999572754E+01   -0.764895987510681152E+01   -0.589681148529052734E+01   -0.110804293155670166E+02   -0.370505619049072266E+02    0.102396702766418457E+01    0.695312536858624169-309
    0.497410851716995239E+03   -0.625710010528564453E+01   -0.102444348335266113E+02   -0.965333104133605957E+01   -0.377343320846557617E+01   -0.435576772689819336E+02    0.113547050952911377E+01    0.695312536858624169-309
    0.586905848979949951E+03   -0.541879534721374512E+01   -0.768166279792785645E+01   -0.400470542907714844E+01   -0.390454959869384766E+01   -0.348058164119720459E+02    0.631179213523864746E+00    0.695312536858624169-309
    0.161182991266250610E+04   -0.315263700485229492E+01   -0.116171128749847412E+02   -0.792666721343994141E+01   -0.603276515007019043E+01   -0.432163500785827637E+02    0.748609840869903564E+00    0.695312536858624169-309
    0.867657160758972168E+03   -0.912616968154907227E+01   -0.273877930641174316E+01   -0.588746309280395508E+00   -0.176821947097778320E+00   -0.307804262638092041E+02    0.506742238998413086E+00    0.695312536858624169-309
    0.169667049646377563E+04   -0.983553385734558105E+01   -0.985591006278991699E+01   -0.963270592689514160E+01   -0.381676483154296875E+01   -0.295004475116729736E+02    0.137127256393432617E+01    0.695312536858624169-309
    0.138709498047828674E+04   -0.710539770126342773E+01   -0.653001236915588379E+01   -0.382687282562255859E+01   -0.113557863235473633E+02   -0.283967638015747070E+02    0.109255057573318481E+01    0.695312536858624169-309
    0.681607913970947266E+03   -0.108245043754577637E+02   -0.255001759529113770E+01   -0.287680220603942871E+01   -0.304372429847717285E+01   -0.320578682422637939E+02    0.839118063449859619E+00    0.695312536858624169-309
    0.731525278091430664E+03   -0.109875855445861816E+02   -0.797483325004577637E+01   -0.353137922286987305E+01   -0.111187341213226318E+02   -0.374707257747650146E+02    0.690286278724670410E+00    0.695312536858624169-309
    0.304715824127197266E+03   -0.880169677734375000E+01   -0.946310448646545410E+01   -0.781920862197875977E+01   -0.232021093368530273E+00   -0.253217875957489014E+02    0.972557067871093750E+00    0.695312536858624169-309
    0.312918323278427124E+03   -0.832594442367553711E+01   -0.261605930328369141E+01   -0.226546025276184082E+01   -0.529481506347656250E+01   -0.404084265232086182E+02    0.520508468151092529E+00    0.695312536858624169-309
    0.424525946378707886E+03   -0.634537053108215332E+01   -0.497172188758850098E+01   -0.310373640060424805E+01   -0.271253442764282227E+01   -0.322384238243103027E+02    0.112792748212814331E+01    0.695312536858624169-309
    0.177486541271209717E+04   -0.361197066307067871E+01   -0.190707421302795410E+01   -0.274772644042968750E+00   -0.108887887001037598E+02   -0.271662878990173340E+02    0.143178391456604004E+01    0.695312536858624169-309
    0.113038639426231384E+04   -0.633863997459411621E+01   -0.100641803741455078E+02   -0.501877927780151367E+01   -0.472309541702270508E+01   -0.394049036502838135E+02    0.562067627906799316E+00    0.695312536858624169-309
    0.594398504495620728E+03   -0.677579283714294434E+01   -0.713603711128234863E+01   -0.688380217552185059E+01   -0.342267251014709473E+01   -0.318399906158447266E+02    0.110532110929489136E+01    0.695312536858624169-309
    0.172476945519447327E+04   -0.601432800292968750E+00   -0.350617718696594238E+01   -0.201239347457885742E+00   -0.115787730216979980E+02   -0.269120919704437256E+02    0.118100804090499878E+01    0.695312536858624169-309
    0.698382669687271118E+03   -0.687679910659790039E+01   -0.101162424087524414E+02   -0.291077184677124023E+01   -0.112930991649627686E+02   -0.273393785953521729E+02    0.686290562152862549E+00    0.695312536858624169-309
    0.939855891466140747E+03   -0.113176274299621582E+02   -0.353836655616760254E+01   -0.575868344306945801E+01   -0.566210675239562988E+01   -0.343341338634490967E+02    0.715475618839263916E+00    0.695312536858624169-309
    0.165348939895629883E+04   -0.737170171737670898E+01   -0.425534248352050781E-01   -0.223598527908325195E+01   -0.944037365913391113E+01   -0.296568655967712402E+02    0.138185977935791016E+01    0.695312536858624169-309
    0.144545176029205322E+04   -0.103002197742462158E+02   -0.806335043907165527E+01   -0.809128618240356445E+01   -0.867842674255371094E+00   -0.403922545909881592E+02    0.898027420043945312E+00    0.695312536858624169-309
    0.167089653611183167E+04   -0.113333015441894531E+02   -0.377783131599426270E+01   -0.426346349716186523E+01   -0.107902901172637939E+02   -0.312899768352508545E+02    0.124329775571823120E+01    0.695312536858624169-309
    0.596533358097076416E+03   -0.232018876075744629E+01   -0.789846897125244141E+00   -0.537144398689270020E+01   -0.472675752639770508E+01   -0.350278115272521973E+02    0.833271205425262451E+00    0.695312536858624169-309
    0.179711586236953735E+04   -0.257350730895996094E+01   -0.475182867050170898E+01   -0.692601513862609863E+01   -0.600110292434692383E+01   -0.416437363624572754E+02    0.147343981266021729E+01    0.695312536858624169-309
    0.195761221051216125E+04   -0.526089119911193848E+01   -0.293780779838562012E+01   -0.852207756042480469E+01   -0.438476657867431641E+01   -0.299358081817626953E+02    0.915432393550872803E+00    0.695312536858624169-309
    0.177080023288726807E+04   -0.223495531082153320E+01   -0.363300490379333496E+01   -0.482004833221435547E+01   -0.530717611312866211E+01   -0.374772405624389648E+02    0.125389534235000610E+01    0.695312536858624169-309
    0.177375161051750183E+04   -0.609485721588134766E+01   -0.422524809837341309E+01   -0.537555098533630371E+01   -0.222483301162719727E+01   -0.301471245288848877E+02    0.140713971853256226E+01    0.695312536858624169-309
    0.201344108581542969E+03   -0.115986435413360596E+02   -0.513622927665710449E+01   -0.898551893234252930E+01   -0.393764734268188477E+01   -0.328350675106048584E+02    0.128268224000930786E+01    0.695312536858624169-309
    0.764835947751998901E+03   -0.387759304046630859E+01   -0.628230285644531250E+01   -0.852668523788452148E+01   -0.463925027847290039E+01   -0.280461859703063965E+02    0.141816431283950806E+01    0.695312536858624169-309
    0.776301145553588867E+03   -0.902980184555053711E+01   -0.744007873535156250E+01   -0.119274337291717529E+02   -0.308063006401062012E+01   -0.313420319557189941E+02    0.954567372798919678E+00    0.695312536858624169-309
    0.331882065534591675E+03   -0.677838134765625000E+01   -0.951152086257934570E+01   -0.123508715629577637E+01   -0.186186075210571289E+01   -0.259867179393768311E+02    0.929654240608215332E+00    0.695312536858624169-309
    0.169995527863502502E+04   -0.105093605518341064E+02   -0.979810953140258789E+00   -0.302389526367187500E+01   -0.163357973098754883E+01   -0.354567599296569824E+02    0.709026396274566650E+00    0.695312536858624169-309
    0.150896453261375427E+04   -0.999793124198913574E+01   -0.117913227081298828E+02   -0.545655369758605957E+01   -0.201335763931274414E+01   -0.369319128990173340E+02    0.634834229946136475E+00    0.695312536858624169-309
    0.783098793029785156E+03   -0.463736629486083984E+01   -0.524343180656433105E+01   -0.978456401824951172E+01   -0.105091917514801025E+02   -0.398522734642028809E+02    0.114832359552383423E+01    0.695312536858624169-309
    0.870631980895996094E+03   -0.693382930755615234E+01   -0.103337695598602295E+02   -0.891093993186950684E+01   -0.906367850303649902E+01   -0.409781825542449951E+02    0.127299284934997559E+01    0.695312536858624169-309
    0.140294007658958435E+04   -0.110170669555664062E+02   -0.540113067626953125E+01   -0.772298812866210938E+01   -0.979768753051757812E+00   -0.446009039878845215E+02    0.121208542585372925E+01    0.695312536858624169-309
    0.184706323742866516E+04   -0.391669106483459473E+01   -0.441380667686462402E+01   -0.565384268760681152E+01   -0.102513499259948730E+02   -0.269183564186096191E+02    0.994983971118927002E+00    0.695312536858624169-309
    0.198667854070663452E+04   -0.312242889404296875E+01   -0.326501441001892090E+01   -0.371951293945312500E+01   -0.110070133209228516E+02   -0.426016533374786377E+02    0.826374113559722900E+00    0.695312536858624169-309
    0.892328077554702759E+03   -0.665681219100952148E+01   -0.604165291786193848E+01   -0.100273747444152832E+02   -0.782054114341735840E+01   -0.308105611801147461E+02    0.111305606365203857E+01    0.695312536858624169-309
    0.645305436849594116E+03   -0.590204787254333496E+01   -0.146155357360839844E+01   -0.795065331459045410E+01   -0.115178439617156982E+02   -0.257719027996063232E+02    0.648511707782745361E+00    0.695312536858624169-309
    0.152105418443679810E+04   -0.535865306854248047E+01   -0.777738046646118164E+01   -0.371091842651367188E+00   -0.406530189514160156E+01   -0.435093533992767334E+02    0.142286276817321777E+01    0.695312536858624169-309
    0.861196088790893555E+03   -0.601519632339477539E+01   -0.117921817302703857E+02   -0.103698449134826660E+02   -0.749264717102050781E+00   -0.435954880714416504E+02    0.846881031990051270E+00    0.695312536858624169-309
    0.369704681634902954E+03   -0.677201414108276367E+01   -0.825409913063049316E+01   -0.113378863334655762E+02   -0.552903199195861816E+01   -0.254937291145324707E+02    0.134107941389083862E+01    0.695312536858624169-309
    0.361474436521530151E+03   -0.112983427047729492E+02   -0.517729997634887695E+00   -0.253033590316772461E+01   -0.862313532829284668E+01   -0.282927870750427246E+02    0.123790973424911499E+01    0.695312536858624169-309
    0.360667651891708374E+03   -0.112292075157165527E+01   -0.780449724197387695E+01   -0.201117610931396484E+01   -0.951182699203491211E+01   -0.341368150711059570E+02    0.110629785060882568E+01    0.695312536858624169-309
    0.113783624172210693E+04   -0.984718465805053711E+01   -0.272226190567016602E+01   -0.816839218139648438E+00   -0.101624815464019775E+02   -0.277308547496795654E+02    0.125412029027938843E+01    0.695312536858624169-309
    0.322390455007553101E+03   -0.833635568618774414E+01   -0.614737200736999512E+01   -0.108213465213775635E+02   -0.181220698356628418E+01   -0.401684582233428955E+02    0.112878596782684326E+01    0.695312536858624169-309
    0.978851199150085449E+03   -0.104968400001525879E+02   -0.337202954292297363E+01   -0.385465264320373535E+01   -0.717121839523315430E+01   -0.259393906593322754E+02    0.745682239532470703E+00    0.695312536858624169-309
