    0.144771919708142104E+04    0.216767140683011306E+01   -0.875309678593064300E+00    0.695547862813637341E+01    0.177257341868908469E+01    0.399188455083934635E+00   -0.131029918007213197E+02    0.102926635484968299E+01   -0.214234414056178668E+01   -0.169270012493554223E+01    0.153353621541503526E+04   -0.917614875088752058E+00    0.820957443007192822E+01    0.343462016588975283E+01    0.764226029539928575E+00   -0.590316606528226195E+01   -0.216647325199855914E+02
    0.113841691899430361E+04    0.198339910301814282E+01   -0.138443491857243850E+01    0.918870277270014668E+01    0.146241915332095118E+01   -0.180920489828919440E+01   -0.931213336877562625E+01    0.102918194653831607E+01   -0.255021615072424890E+01   -0.104723137444498859E+01    0.158810759047204601E+04   -0.135265990322759322E+00    0.722501827161980437E+01    0.517937885978821999E+01   -0.462771653105245129E+01   -0.109868366642590001E+02   -0.199292062753961119E+02
    0.117034619629622239E+04    0.208101877754002107E+01   -0.199418109988980308E+01    0.787650246469587145E+01    0.530012059588426876E+01   -0.159399416213136824E+01   -0.112040574631144789E+02    0.102692173732118786E+01   -0.206020555860036580E+01   -0.449922538671159167E+00    0.175481218204562310E+04   -0.113037159819780531E+01    0.723254985080158175E+01    0.530997080987665981E+01   -0.203883174866835937E+01   -0.656146429049663205E+01   -0.195230719026502904E+02
    0.117750443626005745E+04    0.199464620292425643E+01   -0.377804961550393115E+00    0.888574031378557194E+01    0.154029142853587486E+01    0.390407119355884014E+00   -0.840859899354795104E+01    0.102535934066144696E+01   -0.140541661293798703E+01   -0.119998867214772975E+01    0.138381502567392295E+04   -0.569375273771023149E+00    0.810096646761871853E+01    0.499724710727375587E+01    0.698828589577987103E+00   -0.136733699647075788E+02   -0.186785299927114679E+02
    0.119719192495300490E+04    0.213313230456789338E+01   -0.119687968927481370E+01    0.981278843676625812E+01    0.223118411115522308E+01   -0.138141892049535819E+01   -0.560298120655351894E+01    0.102197427943371433E+01   -0.141497361375814390E+01   -0.220154342662177394E+01    0.170569458620367004E+04   -0.139783632323403184E+00    0.678485383826104460E+01    0.239489260354965694E+01    0.970042001111507624E+00   -0.805032180595090097E+01   -0.186168401467817830E+02
    0.118165143323564757E+04    0.197856578757779378E+01   -0.786529217159128491E+00    0.104910970329519486E+02    0.598118816048498747E+01   -0.445188493746953462E+01   -0.416021805933929834E+01    0.102065095910097625E+01   -0.196526165473702985E+01   -0.237689218115840939E+01    0.180788007207804731E+04   -0.115611102642061780E+01    0.890041938135590271E+01    0.412107664740950153E+01   -0.780938833399749122E+00   -0.705330131111751246E+01   -0.184237280652566184E+02
    0.138791115555081115E+04    0.204837252239021339E+01   -0.230054057907807419E+00    0.876434357842229872E+01    0.390414303713632771E+01   -0.380326127991901197E+01   -0.854074200607463574E+01    0.102451740560619919E+01   -0.215285970390448522E+01   -0.146709195553186111E+01    0.170824315126462852E+04   -0.164896973641853561E+01    0.835042060784045503E+01    0.130844357576299908E+01   -0.362691742943875006E+01   -0.719930194484941843E+01   -0.183245591543462822E+02
    0.148739977805688068E+04    0.213688678198040538E+01   -0.469517192647060488E+00    0.862182219984206455E+01    0.346713131936795360E+01    0.244079110131457000E+00   -0.115153706709529331E+02    0.102343963258384996E+01   -0.184702613399194138E+01   -0.267923573997051623E+01    0.171959811003744699E+04   -0.131234252834327059E+01    0.555736556066945919E+01    0.389727191826118480E+01   -0.291289083368121116E+01   -0.961314124732046160E+01   -0.182511797003592875E+02
    0.102409974788417367E+04    0.206106449267567360E+01   -0.160177031320195251E+01    0.571413734965229203E+01    0.135686459039188589E+01   -0.553706393528517449E+01   -0.600855268405594778E+01    0.102899300035074681E+01   -0.273824454363074343E+01   -0.183058894823821428E+01    0.189435872155328934E+04   -0.178521135917181173E+01    0.623048636595546412E+01    0.578744289631795716E+01   -0.388423522559314449E+00   -0.849441354920007186E+01   -0.181139153304758267E+02
    0.120924686257723170E+04    0.210729662152960628E+01   -0.521659384199856024E+00    0.767643577155331869E+01    0.278581015302779145E+01   -0.493825214357058417E+01   -0.131427413047926152E+02    0.102534529057914048E+01   -0.216164935012698134E+01   -0.254897171494505903E+01    0.190405724257898009E+04   -0.487226507188943891E+00    0.500598669722236433E+01    0.220580992716554602E+01   -0.401535714024195389E+01   -0.838888045413672678E+01   -0.180988252474016562E+02
