    0.108320569992065430E+04    0.500076591968536377E+00   -0.120445197820663541E+00    0.927349317073822021E+01    0.123990750312805176E+01   -0.219401961565017700E+01   -0.775351113080978394E+01    0.147866654396057129E+01   -0.174516499042510986E+00   -0.285956221818923950E+01    0.199453994631767273E+04   -0.327425670623779475E+00    0.595100009441375732E+01    0.434152498841285706E+01    0.104316473007202148E-01   -0.816891610622406006E+01   -0.543324325576549303E+07   -0.621460743175560815E+01    1
    0.173488020896911621E+04   -0.218818902969360352E+00   -0.191194226741790763E+01    0.587969160079956055E+01    0.233638232946395874E+01   -0.129616132378578186E+01   -0.754844355583190918E+01    0.149700236320495605E+01   -0.573979496955871582E+00   -0.267675590515136719E+01    0.230781364440917969E+04   -0.206263691186905129E+00    0.834910416603088379E+01    0.165485170483589172E+01   -0.584054446220397949E+01   -0.329042303562164307E+01   -0.501933713505493756E+07   -0.621660743175561681E+01    1
    0.126250180602073669E+04   -0.469462990760803223E+00   -0.936632126569747925E+00    0.788851416110992432E+01    0.507897347211837769E+01   -0.593836507201194763E+01   -0.119467928409576416E+02    0.147746801376342773E+01   -0.510581552982330322E+00   -0.233407187461853027E+01    0.245766544342041016E+04   -0.155107599496841431E+01    0.905519998073577881E+01    0.183814027905464172E+01   -0.393656677007675171E+01   -0.132120856046676636E+02   -0.419404287173025589E+07   -0.621860743175561392E+01    1
    0.148088592290878296E+04    0.157974320650100708E+01    0.265789294242858798E+00    0.604398441314697266E+01    0.491793015599250793E+01   -0.330342909693717957E+01   -0.136637369990348816E+02    0.144867223501205444E+01   -0.158640146255493164E-01   -0.167559045553207397E+01    0.247802859544754028E+04   -0.181026526093482976E+01    0.859014999866485596E+01    0.242825052142143250E+01   -0.488154834508895874E+01   -0.294210082292556763E+01   -0.317003894188248413E+07   -0.622060743175561814E+01    1
    0.131004449725151062E+04    0.859485864639282227E-01   -0.155350953340530618E+00    0.101505190134048462E+02    0.829583019018173218E+00   -0.273866182565689087E+01   -0.123909745812416077E+02    0.133515179157257080E+01   -0.321353137493133545E+00   -0.228196460008621216E+01    0.206890901923179626E+04   -0.147953659296035767E+01    0.991773903369903564E+01    0.557609075307846069E+01   -0.407127356529235840E+01   -0.327304756641387939E+01   -0.215642661713576969E+07   -0.622260743175562414E+01    1
    0.188214939832687378E+04    0.110111415386199951E+00   -0.224114131927490412E+00    0.535014736652374268E+01    0.194262385368347168E+01   -0.308739906549453735E+01   -0.145157579779624939E+02    0.135345470905303955E+01   -0.712747156620025635E+00   -0.281855928897857666E+01    0.217966896295547485E+04   -0.992772996425630438E-01    0.744011139869689941E+01    0.141496798396110535E+01   -0.215408018231391907E+01   -0.376568907499313354E+01   -0.209195782295114733E+07   -0.622460743175562925E+01    1
    0.167755407094955444E+04    0.124191302061080933E+01   -0.742942321300506636E+00    0.102331417798995972E+02    0.238157930970191956E+01    0.117189878225326538E+01   -0.591649460792541504E+01    0.145957177877426147E+01   -0.353737413883209229E+00   -0.157899570465087891E+01    0.179268833994865417E+04   -0.856388974189758345E+00    0.651285135746002197E+01    0.170382294058799744E+01   -0.431598758697509766E+01   -0.260355579853057861E+01   -0.208094677478227625E+07   -0.622660743175562548E+01    1
    0.122525110840797424E+04    0.188464701175689697E+00    0.268251991271972301E+00    0.789714980125427246E+01    0.334231272339820862E+01    0.441510379314422607E-01   -0.107262343168258667E+02    0.132995551824569702E+01   -0.636255741119384766E-02   -0.264759993553161621E+01    0.201461547613143921E+04   -0.546177297830581887E+00    0.623910617828369141E+01    0.581210911273956299E+00   -0.226645177602767944E+01   -0.613107436895370483E+01   -0.206814775476937508E+07   -0.622860743175562526E+01    1
    0.131339859962463379E+04    0.523828446865081787E+00   -0.515635824203491300E+00    0.853373098373413086E+01    0.218544095754623413E+01   -0.579089677333831787E+01   -0.743932849168777466E+01    0.143090587854385376E+01   -0.854080975055694580E+00   -0.113492327928543091E+01    0.228553020954132080E+04   -0.123015685081481951E+01    0.531243300437927246E+01    0.273125869035720825E+01   -0.427470973134040833E+01   -0.141431183218955994E+02   -0.171258442946754000E+07   -0.623060743175562948E+01    1
    0.209162902832031250E+04   -0.653898537158966064E+00   -0.178414678573608487E+00    0.703653120994567871E+01    0.310273289680480957E+01   -0.242475181818008423E+00   -0.693930721282958984E+01    0.146294409036636353E+01   -0.170130997896194458E+01   -0.281564015150070190E+01    0.233551791310310364E+04   -0.104950930476188664E+01    0.714421904087066650E+01    0.315512663125991821E+01   -0.154489061236381531E+01   -0.387416797876358032E+01   -0.165773751756640198E+07   -0.623260743175562393E+01    1
    0.190421727299690247E+04    0.124754655361175537E+01    0.165713506937026800E+00    0.714522290229797363E+01    0.455758103728294373E+01    0.384911835193634033E+00   -0.100728309750556946E+02    0.149417728185653687E+01   -0.188688629865646362E+01   -0.932962954044342041E+00    0.249235498905181885E+04   -0.137944106459617633E+01    0.922091722488403320E+01    0.590135598182678223E+01    0.949121206998825073E+00   -0.117509290575981140E+02   -0.164877232197700231E+07   -0.623460743175563081E+01    1
    0.138108280301094055E+04    0.212221372127532959E+01   -0.111915274262428288E+01    0.878453969955444336E+01    0.219060093164443970E+01   -0.535940220952033997E+01   -0.101030358076095581E+02    0.149596548080444336E+01   -0.282024443149566650E+00   -0.166806364059448242E+01    0.245848995447158813E+04   -0.100482720136642456E+01    0.824357998371124268E+01    0.133911702036857605E+01   -0.450925952196121216E+01   -0.144343751668930054E+02   -0.157231652091343375E+07   -0.623660743175562082E+01    1
    0.114180248975753784E+04   -0.922688364982604980E+00   -0.194364846348762521E+01    0.107571603059768677E+02    0.524373173713684082E+00    0.897662580013275146E+00   -0.282426083087921143E+01    0.144392615556716919E+01   -0.626686155796051025E+00   -0.264530396461486816E+01    0.199387529492378235E+04    0.243417465686798007E+00    0.742204153537750244E+01    0.387325602769851685E+01   -0.566774180531501770E+01   -0.233695423603057861E+01   -0.152385527593391645E+07   -0.623860743175562416E+01    1
    0.116298800706863403E+04    0.131277251243591309E+01   -0.108880319595336905E+01    0.797832739353179932E+01    0.279144549369812012E+01   -0.270765861868858337E+01   -0.563588201999664307E+01    0.145985794067382812E+01   -0.885775744915008545E+00   -0.207961517572402954E+01    0.204383805394172668E+04    0.997048914432525635E-01    0.904066669940948486E+01    0.427445712685585022E+01    0.147196868062019348E+01   -0.142624328732490540E+02   -0.141153997244380834E+07   -0.624060743175563726E+01    1
    0.212393632531166077E+04   -0.332748413085937500E+00   -0.918201655149459839E+00    0.753279459476470947E+01    0.528802323341369629E+01   -0.113293370604515076E+01   -0.105188964009284973E+02    0.148745280504226685E+01   -0.909984111785888672E-03   -0.226698696613311768E+00    0.213284179568290710E+04   -0.726473754644394010E+00    0.921754264831542969E+01    0.515755751729011536E+01    0.134948918223381042E+01   -0.717034113407135010E+01   -0.140182385966441408E+07   -0.624260743175562549E+01    1
    0.175072428584098816E+04    0.115743923187255859E+01   -0.151168134212493888E+01    0.580205881595611572E+01    0.159265893697738647E+01    0.368021965026855469E+00   -0.218335986137390137E+01    0.148428028821945190E+01   -0.218560498952865601E+01   -0.280070382356643677E+01    0.214038068056106567E+04   -0.135192038416862492E+01    0.798960733413696289E+01    0.247832390666007996E+01    0.139197939634323120E+01   -0.858746623992919922E+01   -0.138688162773607625E+07   -0.624460743175562794E+01    1
    0.185505712032318115E+04   -0.308440327644348145E-01   -0.141958615183830261E+01    0.713517284393310547E+01    0.186866673827171326E+01    0.290176212787628174E+00   -0.258299410343170166E+01    0.147047871351242065E+01   -0.250828045606613159E+01   -0.905645906925201416E+00    0.232091954350471497E+04   -0.993020266294479370E+00    0.788607764244079590E+01    0.155567497014999390E+01   -0.441648191213607788E+01   -0.137881687283515930E+02   -0.122545361902011582E+07   -0.624660743175561439E+01    1
    0.167695200443267822E+04    0.128913062810897827E+01   -0.868182241916657382E-01    0.867606222629547119E+01    0.345081904530525208E+01   -0.474184682965278625E+01   -0.635753583908081055E+01    0.140222072601318359E+01   -0.125350517034530640E+01   -0.166087317466735840E+01    0.218352624773979187E+04   -0.688299757242202936E+00    0.105694042444229126E+02    0.428541830182075500E+01   -0.507118910551071167E+00   -0.584073805809020996E+01   -0.120370595222115982E+07   -0.624860743175559463E+01    1
    0.130476430058479309E+04    0.151975858211517334E+01   -0.199296107888221741E+01    0.670003879070281982E+01    0.585124260187149048E+01   -0.148291280865669250E+01   -0.789240020513534546E+01    0.138829952478408813E+01   -0.103377342224121094E+01   -0.209336686134338379E+01    0.226668572425842285E+04   -0.634857285022735640E+00    0.882459867000579834E+01    0.595122843980789185E+00   -0.532286113500595093E+01   -0.145818411707878113E+02   -0.117112421670295391E+07   -0.625060743175561750E+01    1
    0.189906921982765198E+04   -0.114257675409317017E+01    0.293138980865474963E-01    0.104328379631042480E+02    0.570954033732414246E+01   -0.262888482213020325E+01   -0.342032217979431152E+01    0.131239706277847290E+01   -0.343972384929656982E+00   -0.197616612911224365E+01    0.200799006223678589E+04   -0.159053069353103638E+01    0.105163508653640747E+02    0.390794685482978821E+01    0.141768524050712585E+01   -0.801438802480697632E+01   -0.115028819803507137E+07   -0.625260743175562173E+01    1
