    0.528216794905119741E+03    0.225174526756288440E+01   -0.105799030490202428E+01    0.994234331316244635E+01    0.250777401020932311E+01   -0.503696459559768250E+01   -0.776466547128147067E+01    0.907600326900665166E+00   -0.190201076260338375E+01   -0.731090509471983729E+00   -0.397386744023221468E+02
    0.480448148372214973E+03    0.228962310432372984E+01   -0.192803916656935970E+00    0.568642647840112936E+01    0.558113341966204946E+01   -0.578333784226056657E+01   -0.103941613163934221E+02    0.908112577519704534E+00    0.199931980114562258E+00   -0.411380189197301682E+00   -0.396379291043308726E+02
    0.406350461463171428E+03    0.194432621105585479E+01   -0.148406301756103165E+01    0.675812466589783689E+01    0.145216224321362120E+01   -0.207179842249811319E+01   -0.148928626130738984E+02    0.905508333299108736E+00    0.242342312879829436E+00   -0.338964871205172802E+01   -0.393941845315633117E+02
    0.452095423438894613E+03    0.196648806294604661E+01   -0.129296296924968557E+01    0.697851342947372544E+01    0.281812764509109481E+01   -0.424677339959102529E+01   -0.952170428013218739E+01    0.905274362758874740E+00   -0.227682993654698951E+01   -0.297050834128686692E+01   -0.390021764637605912E+02
    0.550130048183151303E+03    0.228919162977243662E+01   -0.448232476323784157E+00    0.766470277630608621E+01    0.110263069653471524E+01    0.585380902536809522E+00   -0.849630873067362202E+01    0.907762293060566217E+00   -0.177473684182319946E+01   -0.373556540833610740E+01   -0.387769433368411640E+02
    0.368043135231283713E+03    0.207011797219357074E+01   -0.101079601621931792E+01    0.816593807740167499E+01    0.434361004156113850E+01   -0.354589233109301682E+01   -0.111448978021266196E+02    0.907041535462142168E+00   -0.291522992231259215E+01   -0.236068338720448656E+01   -0.385062764384895715E+02
    0.496315521165434234E+03    0.200122266259276227E+01   -0.104714204984693460E+01    0.100642734485159089E+02    0.314855921613598344E+01   -0.350991870552048280E+01   -0.140666971662875309E+02    0.905194786355588699E+00   -0.391096822244368525E+01   -0.348943813899412003E+01   -0.378267971321336560E+02
    0.590553477413579003E+03    0.234343568634372978E+01    0.220794640683604992E+00    0.103201258012493700E+02    0.390615002361100538E+01   -0.162143970774349899E+01   -0.511265796152386365E+01    0.907652680924786015E+00   -0.265823358118185249E+01   -0.392270025686576407E+01   -0.378085861838685631E+02
    0.452200886476518690E+03    0.208640723222571633E+01   -0.132131128353458882E+01    0.916692431456631063E+01    0.763595505903223004E+00   -0.359619834508263736E+00   -0.121140058694804384E+02    0.907067129427080676E+00   -0.182966006949030202E+00   -0.417471088360211340E+01   -0.378021351028317909E+02
    0.366027453393991777E+03    0.101740193229465481E+01   -0.420329436873228879E+00    0.743423710648104397E+01    0.127406493058117731E+01   -0.108506298070690921E+01   -0.457699425289703221E+01    0.899267646761395811E+00   -0.250961133353736976E+01   -0.191257326009406148E+01   -0.377645288437363149E+02
    0.513775217438382583E+03    0.218867218297144994E+01   -0.281741036303486903E+00    0.596608350200819793E+01    0.282017810136541280E+01   -0.516519279922967200E+01   -0.103499447560992266E+02    0.907021998797042595E+00   -0.421873382077872172E+01    0.125444514230958948E+01   -0.376535976604094458E+02
    0.573038554690678438E+03    0.220584115420174953E+01    0.170356032064541196E+00    0.554693327311757223E+01    0.475676138899184320E+01   -0.777742088247967978E+00   -0.737617580451621180E+01    0.906015317034023049E+00   -0.239951448119253463E+01   -0.466823302121450912E+01   -0.375870916219802140E+02
    0.590983472820587622E+03    0.218515138555594302E+01    0.172410879055659993E+00    0.721298628881512016E+01    0.359085473753734874E+01   -0.317067433569855339E+01   -0.807196690856506649E+01    0.905391870891181005E+00   -0.277187340208835753E+01    0.183878710931049749E+01   -0.375305991549111511E+02
    0.388162202755739258E+03    0.194780305529934816E+01   -0.129457497481770778E+01    0.674714458103248216E+01    0.466333224596269247E+01    0.941924110468742803E+00   -0.102701452678063951E+02    0.905437072075767402E+00   -0.313459826391763396E+01   -0.330885768601906882E+01   -0.373699933250784184E+02
    0.329172647263323029E+03    0.202401310587465755E+01   -0.122312630786417520E+00    0.882074033504294164E+01    0.328160345179967949E+01   -0.248172865654644648E+01   -0.116656813984816221E+02    0.905146002058078158E+00   -0.185906979289406982E+01   -0.316758200443066373E+01   -0.373151239125948706E+02
    0.430925296231168659E+03    0.201915171568747098E+01   -0.107883778688882614E+01    0.109765507735865331E+02    0.491552826080959449E+01   -0.500384209956990489E+01   -0.995187520086977706E+01    0.906014547507135060E+00    0.633808659711453615E+00   -0.337690046587950210E+01   -0.372954079499009978E+02
    0.436602105277061128E+03    0.216558283600525669E+01   -0.260586507525004452E+00    0.108396745677699613E+02    0.204942551458780375E+01    0.396242442349625357E+00   -0.116739404155152666E+02    0.906730474064364023E+00   -0.272444560650497580E+01   -0.481663865138563629E+00   -0.372778232658323816E+02
    0.489610642495462002E+03    0.223508095770615878E+01   -0.743273794213189731E+00    0.994658765925228749E+01    0.309988291225626567E+01   -0.439960305058068979E+01   -0.718601484731378637E+01    0.907865979193100525E+00   -0.291334920985879187E+01    0.356803676892068822E+00   -0.372003037648622268E+02
    0.516532879882441875E+03    0.222918809824534225E+01   -0.857863998252497151E-01    0.681671107189079883E+01    0.497051479670121310E+01   -0.467663517922338468E+01   -0.107789246465266899E+02    0.906706917699431236E+00   -0.180838445518709001E+01   -0.253454753579097636E+01   -0.371230838965719485E+02
    0.545667383295339050E+03    0.218862491416524296E+01   -0.524420645777286865E+00    0.950783624190183474E+01    0.404215771114612110E+01   -0.313736582876092163E+01   -0.124900764169872023E+02    0.906626591828378681E+00   -0.247934770310363639E+01    0.913694021694162473E+00   -0.371124667764113667E+02
    0.452376871845583764E+03    0.204549133517173498E+01    0.110083596178217391E+00    0.769635203662250156E+01    0.137687205852831651E+01   -0.271904555643839085E+01   -0.144707875456485109E+02    0.905423026786215113E+00   -0.316436840966710164E+01   -0.326596308825068338E+01   -0.369731024256325824E+02
    0.518496029388974307E+03    0.206055226784289758E+01   -0.828306621011307476E+00    0.744687806054340662E+01    0.273342178408327019E+01   -0.760239837760412485E+00   -0.962063171577917231E+01    0.905573441041007454E+00   -0.134744354422192458E+00    0.116272907491804034E+01   -0.369730816246312060E+02
    0.457413969226232666E+03    0.206439305389579353E+01   -0.940972000897278171E+00    0.106060806500503766E+02    0.845053744520438355E+00   -0.191025469887355825E+01   -0.143570926009773689E+02    0.906329310544455979E+00   -0.217992427757252516E+01   -0.844180029801995246E+00   -0.368980948402344495E+02
    0.565591385823236010E+03    0.224320901557546115E+01   -0.835146247626179061E+00    0.713230915369213125E+01    0.743672126242985065E+00   -0.192873220439160242E+01   -0.126944696864336528E+02    0.907163680257927041E+00   -0.207050445053715126E+01   -0.198027467748943309E+01   -0.368531439606307103E+02
    0.381107501392924803E+03    0.197913164556686993E+01    0.673018050372511389E-01    0.106532493866262321E+02    0.111296791616170299E+01   -0.466434573865421243E+01   -0.138743500927451429E+02    0.905036451888679316E+00    0.387719720783147537E+00   -0.955904739630515365E-01   -0.367555032962616153E+02
    0.553705381219747210E+03    0.231127265128307791E+01   -0.619762410297431066E+00    0.730313510651977182E+01    0.492089934678770469E+01   -0.463242635465974750E+01   -0.146449647066340312E+02    0.907688146959759745E+00   -0.320556641749607962E+01   -0.466396568784229082E+00   -0.367356636614760319E+02
    0.490007754673538955E+03    0.222238198907359141E+01   -0.144214375160899744E+00    0.600747196814883822E+01    0.274449542613541775E+01   -0.176532503056007428E+00   -0.108098909347524099E+02    0.907307292931748277E+00   -0.268349201772753165E+01   -0.460950794594003899E+01   -0.367233632535983361E+02
    0.565873122407658911E+03    0.207479469271932615E+01   -0.238576885738699396E+00    0.657639640505295731E+01    0.533973091997880900E+01   -0.271891421907936737E+01   -0.298139641237765396E+01    0.904316382206165059E+00   -0.474996625956907526E+01   -0.208267669351414497E+01   -0.365912805514277721E+02
    0.329510401574050320E+03    0.192280998229828004E+01   -0.615499817559757689E+00    0.101420634176723325E+02    0.392301419746664859E+01   -0.175062981793518535E+01   -0.462652375186657494E+01    0.905087529955457382E+00   -0.134583736013856603E+01   -0.180659033986548367E+01   -0.365760187699564057E+02
    0.473734120872543372E+03    0.215831157923117178E+01   -0.728285266641638840E+00    0.895736967277120577E+01    0.156101393567649116E+01    0.720453858280519555E+00   -0.122959118136004815E+02    0.906930850561816104E+00   -0.110886233756575381E+01   -0.169899033383783316E+01   -0.365553611932389160E+02
    0.427141964424512935E+03    0.214736876118885878E+01   -0.844756852430732508E+00    0.707384385433444773E+01    0.468446790531974422E+01   -0.475008245722786526E+01   -0.812206714421618869E+01    0.907584079659111698E+00   -0.316186869896886247E+01   -0.334164038284709219E+01   -0.365482831556999841E+02
    0.384639679531579930E+03    0.191147513209342801E+01   -0.916850857694835986E+00    0.831067579223159214E+01    0.371023450321420523E+01   -0.183042363282811227E+01   -0.581734539218313174E+01    0.905274496880669743E+00   -0.269499761901842927E+01   -0.355912210721608702E+01   -0.365468308263539683E+02
    0.408279893906866846E+03    0.211987090894150576E+01   -0.836179221250021198E+00    0.103077700296428674E+02    0.103190432994725834E+01   -0.451575633743655569E+01   -0.124200256285343222E+02    0.907359776480332947E+00   -0.166455957957821576E+01   -0.310113129876834659E+01   -0.365342090471423759E+02
    0.355479912456078523E+03    0.184799134565317447E+01   -0.259931519559627899E+00    0.100005047882600735E+02    0.562541893360306133E+01   -0.336902474815262298E+01   -0.886176179547289067E+01    0.904409123776773960E+00   -0.405220649638851871E+01   -0.368329873488078041E+01   -0.365302425790275080E+02
    0.314707843008307918E+03    0.194963129653061884E+01   -0.499645234291006712E+00    0.762297203841271909E+01    0.283731150566011348E+01   -0.276316036569177292E+01   -0.117485444221016948E+02    0.904993381518456985E+00   -0.237609538403241016E+01    0.176151399681392640E+01   -0.364883520340717808E+02
    0.365974641426015410E+03    0.200212326300721433E+01   -0.415947616065962533E+00    0.815271662449995560E+01    0.106150671155106591E+01    0.517158033338506407E+00   -0.790283990378332835E+01    0.905488603587699448E+00   -0.104399260662230020E+01   -0.397033441412364274E+01   -0.364717846364461451E+02
    0.438180775193770330E+03    0.218122740630608636E+01    0.446494574209115314E-01    0.751994101765663103E+01    0.184100638462334576E+01    0.126760513173037559E+01   -0.981875722776390347E+01    0.906586696348433474E+00    0.579785495735411160E+00    0.128747543907060091E+01   -0.363877284558200103E+02
    0.574010978971697227E+03    0.219181115252640435E+01   -0.624704375400963574E+00    0.564602893524016469E+01    0.106321898173783658E+01   -0.388590490072998884E+01   -0.980952201821404302E+01    0.905849664295609980E+00   -0.249959694010138600E+01   -0.416035495576467174E+01   -0.363382569461746030E+02
    0.376614360497849816E+03    0.200998769792089238E+01    0.544368258145491168E-01    0.773095501220733183E+01    0.314432721501965551E+01    0.115455046968185915E+01   -0.488311251927717649E+01    0.905455070829693565E+00   -0.319601774734868105E+01   -0.291266651476685867E+01   -0.363371281620960218E+02
    0.488727663651714920E+03    0.213856992667176815E+01   -0.710110071607759297E+00    0.901312816188190524E+01    0.487632330079480880E+01   -0.291389739785368018E+01   -0.575481993580934770E+01    0.907018125572121026E+00    0.291748847615438400E+00    0.763721239067132629E+00   -0.362699250045910659E+02
    0.424471362147803973E+03    0.199620054457264651E+01   -0.109901310901212801E+00    0.102929358840236027E+02    0.507135760891836984E+01    0.820968396152437663E+00   -0.614121749849062759E+01    0.905825034795292749E+00    0.112719502903069380E+01   -0.344831439732946832E+01   -0.362319102692353141E+02
    0.447471197807539397E+03    0.212439848434450873E+01   -0.807898202111404951E+00    0.759308991159498703E+01    0.331199608056722461E+01    0.424460576943692658E+00   -0.845657065398526342E+01    0.907039286067874984E+00   -0.378329769594159160E+01   -0.207708275543928167E+01   -0.362296006635997188E+02
