0.8585200000 10323.3941478464 15.6858572360
0.9070300000 10328.0768334892 13.8389685142
0.9555200000 10436.5845299976 12.2113577623
1.0040300000 10390.2111025777 11.5149846294
1.0525200000 10328.4042540525 10.3241936047
1.1010300000 10417.6166228854 11.2207116387
1.1495200000 10457.1607564944 10.7883171254
1.1980300000 10422.9187193476 11.0746872630
1.2465200000 10370.1679689925 10.8728619634
1.2950300000 10370.0384082172 11.8644530648
1.3435300000 10526.7699795337 12.0160900765
1.3920300000 10556.3000643681 12.9758742807
1.4405300000 10573.2293165509 14.6852670684
1.4890300000 10538.9746845306 14.7468008344
1.5375300000 10490.9850053079 15.5807440430
1.5860300000 10429.6138357582 16.5375768848
1.6345300000 10413.9260676838 17.2023913394
1.6830300000 10376.9357919415 17.6441868467
1.7315300000 10463.9986610445 19.8644581023
1.7800300000 10497.5069327973 19.6279786299
1.8285300000 10535.3702057801 22.5659157833
1.8770300000 10561.1340515813 23.0511414113
1.9255300000 10532.6345450163 24.2906441612
1.9740300000 10570.3424765058 26.3297797636
2.0225300000 10550.5143281074 25.3799697200
2.0710300000 10522.2100113856 24.9652826174
2.1195300000 10453.0633305001 27.2082487724
2.1680300000 10404.4519540282 28.5274975357
2.2165300000 10430.8190207882 30.1454341727
2.2650300000 10388.2540353228 30.8183518687
2.3135300000 10422.4302637463 32.1870640515
2.3620300000 10444.2450045603 34.3094472528
2.4105300000 10491.3479503331 34.9720115297
2.4590300000 10478.1934813245 37.9184165735
2.5075300000 10624.1337864949 39.3641910547
2.5560300000 10487.5320989850 39.0974327637
2.6045300000 10606.6275081927 43.1511850268
2.6530300000 10612.6175664025 43.3998216031
2.7015300000 10627.5708798732 46.2884650431
2.7500300000 10593.6410288946 49.0781726465
2.7917400000 10649.1463199944 59.8225174772
