0.3600000000 0.0051205179
0.3626426426 0.0051193895
0.3652852853 0.0051182274
0.3679279279 0.0051172007
0.3705705706 0.0051162054
0.3732132132 0.0051152320
0.3758558559 0.0051142119
0.3784984985 0.0051133353
0.3811411411 0.0051125925
0.3837837838 0.0051119412
0.3864264264 0.0051114488
0.3890690691 0.0051112386
0.3917117117 0.0051114355
0.3943543544 0.0051124087
0.3969969970 0.0051146737
0.3996396396 0.0051189300
0.4022822823 0.0051337642
0.4049249249 0.0051730817
0.4075675676 0.0051297564
0.4102102102 0.0051170184
0.4128528529 0.0051114002
0.4154954955 0.0051083621
0.4181381381 0.0051068078
0.4207807808 0.0051059332
0.4234234234 0.0051055051
0.4260660661 0.0051033264
0.4287087087 0.0051031723
0.4313513514 0.0051021564
0.4339939940 0.0051006591
0.4366366366 0.0050990484
0.4392792793 0.0051001788
0.4419219219 0.0050994182
0.4445645646 0.0050988018
0.4472072072 0.0050980284
0.4498498498 0.0050987495
0.4524924925 0.0050971443
0.4551351351 0.0050971264
0.4577777778 0.0050969834
0.4604204204 0.0050975252
0.4630630631 0.0050986313
0.4657057057 0.0051036494
0.4683483483 0.0051065596
0.4709909910 0.0051080310
0.4736336336 0.0051148430
0.4762762763 0.0051204517
0.4789189189 0.0051268780
0.4815615616 0.0051337503
0.4842042042 0.0051415533
0.4868468468 0.0051438540
0.4894894895 0.0051472704
0.4921321321 0.0051501955
0.4947747748 0.0051530827
0.4974174174 0.0051571674
0.5000600601 0.0051613446
0.5027027027 0.0051662603
0.5053453453 0.0051689158
0.5079879880 0.0051701245
0.5106306306 0.0051710097
0.5132732733 0.0051718768
0.5159159159 0.0051725907
0.5185585586 0.0051733192
0.5212012012 0.0051743392
0.5238438438 0.0051759003
0.5264864865 0.0051769849
0.5291291291 0.0051782419
0.5317717718 0.0051795119
0.5344144144 0.0051808142
0.5370570571 0.0051821530
0.5396996997 0.0051836689
0.5423423423 0.0051852944
0.5449849850 0.0051862756
0.5476276276 0.0051877936
0.5502702703 0.0051891841
0.5529129129 0.0051905970
0.5555555556 0.0051920610
0.5581981982 0.0051934245
0.5608408408 0.0051951855
0.5634834835 0.0051971024
0.5661261261 0.0051991039
0.5687687688 0.0052031983
0.5714114114 0.0052048497
0.5740540541 0.0052076628
0.5766966967 0.0052116289
0.5793393393 0.0052165794
0.5819819820 0.0052215551
0.5846246246 0.0052280594
0.5872672673 0.0052700306
0.5899099099 0.0053233402
0.5925525526 0.0052412613
0.5951951952 0.0052251817
0.5978378378 0.0052165629
0.6004804805 0.0052103162
0.6031231231 0.0052059720
0.6057657658 0.0052021692
0.6084084084 0.0051988728
0.6110510511 0.0051957839
0.6136936937 0.0051923057
0.6163363363 0.0051893732
0.6189789790 0.0051872242
0.6216216216 0.0051852659
0.6242642643 0.0051837977
0.6269069069 0.0051834026
0.6295495495 0.0051809086
0.6321921922 0.0051796250
0.6348348348 0.0051777157
0.6374774775 0.0051770205
0.6401201201 0.0051759100
0.6427627628 0.0051767874
0.6454054054 0.0051805221
0.6480480480 0.0051796178
0.6506906907 0.0051770006
0.6533333333 0.0051744032
0.6559759760 0.0051749727
0.6586186186 0.0051733812
0.6612612613 0.0051715289
0.6639039039 0.0051703890
0.6665465465 0.0051685265
0.6691891892 0.0051676494
0.6718318318 0.0051654698
0.6744744745 0.0051639592
0.6771171171 0.0051629049
0.6797597598 0.0051616750
0.6824024024 0.0051612678
0.6850450450 0.0051612126
0.6876876877 0.0051654861
0.6903303303 0.0051684503
0.6929729730 0.0051860735
0.6956156156 0.0051803524
0.6982582583 0.0051739992
0.7009009009 0.0051763315
0.7035435435 0.0051767821
0.7061861862 0.0051787191
0.7088288288 0.0051811667
0.7114714715 0.0051834203
0.7141141141 0.0051874781
0.7167567568 0.0052014327
0.7193993994 0.0052040211
0.7220420420 0.0052037682
0.7246846847 0.0052041997
0.7273273273 0.0052021511
0.7299699700 0.0051989298
0.7326126126 0.0052010916
0.7352552553 0.0051987671
0.7378978979 0.0052003812
0.7405405405 0.0051980052
0.7431831832 0.0051979345
0.7458258258 0.0051969629
0.7484684685 0.0051963205
0.7511111111 0.0051977815
0.7537537538 0.0051950846
0.7563963964 0.0051953189
0.7590390390 0.0051950384
0.7616816817 0.0051979251
0.7643243243 0.0052161143
0.7669669670 0.0052751420
0.7696096096 0.0052491907
0.7748948949 0.0051986721
0.7775375375 0.0051893556
0.7828228228 0.0051856293
0.7854654655 0.0051841241
0.7907507508 0.0051816985
0.7933933934 0.0051788524
0.7986786787 0.0051816795
0.8013213213 0.0051836312
0.8066066066 0.0051887859
0.8092492492 0.0052047417
0.8145345345 0.0052093798
0.8171771772 0.0052035541
0.8224624625 0.0052039204
0.8251051051 0.0052000799
0.8303903904 0.0052022857
0.8330330330 0.0051993369
0.8383183183 0.0051993935
0.8409609610 0.0051988164
0.8462462462 0.0051973651
0.8515315315 0.0051948315
