0.8585200000 5117.4119736308 59.3663781639 5205.5321713948 60.0038860396 -3428.4951664970
0.9070300000 5168.0075765629 54.3680288915 5159.3231903937 54.5366676056 -2867.5047618607
0.9555200000 5120.4484464016 47.3903609560 5316.3808015098 47.3148857207 -2169.3927998907
1.0040300000 5085.3548014071 45.1537131831 5305.0635207143 45.0865535018 -1966.1637185053
1.0525200000 5102.9991818816 40.5277569666 5224.4214394976 40.8082678640 -1594.5105810280
1.1010300000 5177.3110694346 41.0288999934 5239.1977280574 40.9688303750 -1617.0505964360
1.1495200000 5184.4064040133 41.0781191942 5273.0168679739 41.6329581908 -1649.4144656272
1.1980300000 5197.4501074700 40.3999196394 5225.6660729357 40.7845945225 -1592.8648684264
1.2465200000 5165.8443259006 41.3777339319 5204.5505672693 41.4190517191 -1649.5449649417
1.2950300000 5122.6846831001 47.0129715756 5247.0899758553 46.9636556272 -2140.6787063663
1.3435300000 5289.9150245932 44.9106210772 5235.6438463041 44.3217131764 -1915.4334761172
1.3920300000 5236.5161663860 45.6077246035 5319.9159572280 45.1377303903 -1972.1470329500
1.4405300000 5219.9520921035 51.2651200514 5353.2982107272 50.9676296966 -2512.9550800213
1.4890300000 5287.5622270380 53.8768049298 5251.6483434377 53.6108256659 -2783.9638831313
1.5375300000 5277.0444521177 53.8969005959 5213.1364777412 53.4784575492 -2772.1014431069
1.5860300000 5202.0380236731 57.9955629602 5228.3253189899 57.5177884560 -3214.7314023037
1.6345300000 5107.2129595691 60.8608372827 5306.9464166586 61.3250924423 -3592.7549048276
1.6830300000 5185.5770031088 61.0361862639 5191.1901708724 61.2287976659 -3565.6964172166
1.7315300000 5160.5959338261 70.1162531998 5303.2084946804 69.4607514011 -4682.7241407303
1.7800300000 5167.2716652300 68.2873446306 5331.1624126439 68.4494533065 -4482.3127301718
1.8285300000 5192.3667959796 74.9585982893 5344.0073196538 75.0357379753 -5417.6657626695
1.8770300000 5159.9329891672 78.1321357666 5401.9449670530 78.0935646041 -5852.8161338274
1.9255300000 5179.8864657435 86.7104903902 5354.0842085087 85.6385415125 -7126.0881182398
1.9740300000 5234.9564416655 90.1177194893 5334.5157448568 89.8698119823 -7817.0290161229
2.0225300000 5051.6554987889 91.6946514452 5498.5568387341 92.4980319624 -8159.9822816952
2.0710300000 5339.1035828405 93.6175720012 5181.1511987684 94.0287867365 -8464.1106008710
2.1195300000 5142.9123219920 95.4631248007 5308.8854416688 95.0322991444 -8708.6706231359
2.1680300000 5168.2080794581 95.5808222252 5234.5030880242 95.4571616765 -8698.8140640697
2.2165300000 5107.1762057050 101.5505734640 5323.4416406208 102.1243399886 -9915.9276321131
2.2650300000 5219.6781255292 116.5084821495 5169.5057449207 117.4369084020 -13166.4072505488
2.3135300000 5096.7469174868 112.7587085790 5325.3752351774 113.6162336778 -12192.6238247806
2.3620300000 5177.1745580885 120.4646020417 5267.9585444139 120.8143676643 -13994.2590549378
2.4105300000 5057.4422747778 122.6953755607 5432.7089946095 122.0791230195 -14365.0728289736
2.4590300000 5027.0932695007 130.1045926851 5450.5342554625 129.3940126522 -16111.2511257355
2.5075300000 5314.9979834762 138.0200834734 5308.7074812679 138.5186001762 -18369.5056015743
2.5560300000 5144.9110295288 139.0091139310 5343.8135582377 140.0539561128 -18712.6740676527
2.6045300000 5461.3977964120 150.6714777085 5146.3011440959 149.6680563747 -21682.6757357816
2.6530300000 5516.2970996403 153.0614049619 5093.5697795811 153.4298195043 -22491.1427684893
2.7015300000 5353.7806365416 151.8423318474 5273.9173363676 150.0010007125 -21812.6189833180
2.7500300000 5154.2934056976 166.5646665905 5437.9782599284 163.2977861012 -26021.0502913280
2.7917400000 5460.3746740312 211.3609701518 5193.1294806066 213.0145918396 -43213.8431742886
