0.750 0.0094842393 0.0002550000
0.851 0.0095863864 0.0000196200
0.885 0.0095939538 0.0000174000
0.919 0.0095849451 0.0000157600
0.953 0.0095907097 0.0000147600
0.987 0.0095901695 0.0000135700
1.021 0.0095854097 0.0000129400
1.055 0.0095861529 0.0000125000
1.089 0.0096026461 0.0000122300
1.123 0.0096283389 0.0000120800
1.157 0.0096352269 0.0000118600
1.191 0.0096521149 0.0000118500
1.225 0.0095971713 0.0000119900
1.259 0.0096038475 0.0000122000
1.293 0.0095944608 0.0000124900
1.327 0.0096451584 0.0000126800
1.361 0.0096681943 0.0000132000
1.395 0.0096941400 0.0000135100
1.428 0.0097024790 0.0000144100
1.462 0.0096294991 0.0000150300
1.496 0.0096165280 0.0000150300
1.530 0.0095921496 0.0000152700
1.564 0.0096102770 0.0000156700
1.598 0.0095948025 0.0000164600
1.632 0.0096329895 0.0000171100
1.666 0.0096650940 0.0000173100
1.700 0.0096839895 0.0000176200
1.734 0.0097086532 0.0000187000
1.768 0.0096395056 0.0000190100
1.802 0.0096749573 0.0000197000
1.836 0.0096569075 0.0000203900
1.870 0.0096312993 0.0000214200
1.904 0.0095509624 0.0000228000
1.938 0.0096339289 0.0000228100
1.972 0.0096702828 0.0000240000
2.006 0.0095766524 0.0000245800
2.039 0.0096052367 0.0000251200
2.074 0.0096450160 0.0000257100
2.107 0.0096203886 0.0000262300
2.141 0.0096103686 0.0000271100
2.175 0.0096321410 0.0000278900
2.209 0.0097285156 0.0000289000
2.243 0.0097228850 0.0000299100
2.277 0.0097560036 0.0000308400
2.311 0.0097519043 0.0000325600
2.345 0.0097961950 0.0000344100
2.379 0.0097428967 0.0000356100
2.413 0.0097370084 0.0000369200
2.447 0.0097251856 0.0000376900
2.481 0.0096221343 0.0000387400
2.515 0.0096805526 0.0000407100
2.549 0.0097353304 0.0000418700
2.583 0.0096578891 0.0000427500
2.617 0.0096539553 0.0000439600
2.651 0.0095529637 0.0000460000
2.685 0.0096551033 0.0000479800
2.719 0.0095916641 0.0000489100
2.752 0.0097471081 0.0000506600
2.786 0.0096854818 0.0000527700
2.904 0.0096565862 0.0000123249
2.971 0.0096438577 0.0000114339
3.039 0.0096456889 0.0000114127
3.106 0.0096776311 0.0000118158
3.174 0.0097591853 0.0000114976
3.241 0.0097720572 0.0000113561
3.308 0.0097916427 0.0000114905
3.375 0.0097538267 0.0000117097
3.442 0.0097428553 0.0000119642
3.510 0.0097524201 0.0000121764
3.576 0.0097082345 0.0000124946
3.643 0.0096765317 0.0000127986
3.910 0.0096494819 0.0000142906
3.977 0.0096389952 0.0000148280
4.043 0.0096196686 0.0000153442
4.109 0.0095959465 0.0000159523
4.175 0.0096056449 0.0000162847
4.242 0.0096359399 0.0000168079
4.308 0.0096290194 0.0000176706
4.373 0.0096288597 0.0000187595
4.439 0.0095937529 0.0000192050
4.505 0.0096112111 0.0000206899
4.570 0.0095936345 0.0000210223
4.636 0.0095767598 0.0000223304
4.701 0.0096193514 0.0000229951
4.766 0.0095710725 0.0000237941
4.831 0.0095826126 0.0000251094
4.896 0.0095977896 0.0000255195
4.961 0.0095700825 0.0000266721
