0.7500 0.0098758519 0.0002550000
2.9040 0.0101048892 0.0000174300
2.9715 0.0100596590 0.0000161700
3.0390 0.0101121194 0.0000161400
3.1064 0.0101503713 0.0000167100
3.1738 0.0101702716 0.0000162600
3.2411 0.0102121289 0.0000160600
3.3083 0.0102266868 0.0000162500
3.3754 0.0102077544 0.0000165600
3.4425 0.0101693794 0.0000169200
3.5095 0.0101829632 0.0000172200
3.5765 0.0101236717 0.0000176700
3.6434 0.0101100688 0.0000181000
3.9101 0.0100244432 0.0000202100
3.9765 0.0100444921 0.0000209700
4.0429 0.0099908932 0.0000217000
4.1092 0.0100307000 0.0000225600
4.1754 0.0100040457 0.0000230300
4.2415 0.0099814181 0.0000237700
4.3075 0.0099762142 0.0000249900
4.3734 0.0100233460 0.0000265300
4.4391 0.0099936069 0.0000271600
4.5048 0.0099964284 0.0000292600
4.5704 0.0099233867 0.0000297300
4.6358 0.0099650220 0.0000315800
4.7011 0.0099824022 0.0000325200
4.7663 0.0099554626 0.0000336500
4.8314 0.0099553534 0.0000355100
4.8963 0.0099934745 0.0000360900
4.9611 0.0099354782 0.0000377200
