0.7500 0.0095834500 0.0002550000
0.8512 0.0096113088 0.0000196200
0.8852 0.0096393744 0.0000174000
0.9192 0.0096163769 0.0000157600
0.9531 0.0096576972 0.0000147600
0.9870 0.0097003196 0.0000135700
1.0210 0.0097156648 0.0000129400
1.0549 0.0096081111 0.0000125000
1.0889 0.0095934550 0.0000122300
1.1229 0.0097813806 0.0000120800
1.1568 0.0097981922 0.0000118600
1.1908 0.0097756030 0.0000118500
1.2247 0.0096737667 0.0000119900
1.2586 0.0095898172 0.0000122000
1.2926 0.0096219692 0.0000124900
1.3265 0.0097477834 0.0000126800
1.3605 0.0098145039 0.0000132000
1.3945 0.0098818012 0.0000135100
1.4284 0.0097889726 0.0000144100
1.4624 0.0097493269 0.0000150300
1.4963 0.0097445215 0.0000150300
1.5302 0.0097017246 0.0000152700
1.5642 0.0096666592 0.0000156700
1.5982 0.0096356680 0.0000164600
1.6321 0.0097564996 0.0000171100
1.6661 0.0097870296 0.0000173100
1.7000 0.0098859561 0.0000176200
1.7339 0.0098059811 0.0000187000
1.7679 0.0098284553 0.0000190100
1.8019 0.0098168978 0.0000197000
1.8358 0.0098436151 0.0000203900
1.8698 0.0098154593 0.0000214200
1.9037 0.0097520709 0.0000228000
1.9377 0.0097467427 0.0000228100
1.9716 0.0097377594 0.0000240000
2.0055 0.0097124787 0.0000245800
2.0395 0.0096910245 0.0000251200
2.0735 0.0096485985 0.0000257100
2.1074 0.0096674774 0.0000262300
2.1414 0.0097157322 0.0000271100
2.1753 0.0097658843 0.0000278900
2.2093 0.0098104745 0.0000289000
2.2432 0.0098180544 0.0000299100
2.2772 0.0099351865 0.0000308400
2.3111 0.0099122231 0.0000325600
2.3451 0.0099247188 0.0000344100
2.3790 0.0099074362 0.0000356100
2.4129 0.0098427097 0.0000369200
2.4469 0.0097986062 0.0000376900
2.4809 0.0097620367 0.0000387400
2.5148 0.0097776453 0.0000407100
2.5488 0.0098204943 0.0000418700
2.5827 0.0098976752 0.0000427500
2.6167 0.0098610039 0.0000439600
2.6506 0.0098255070 0.0000460000
2.6846 0.0099065156 0.0000479800
2.7185 0.0098507873 0.0000489100
2.7525 0.0097959699 0.0000506600
2.7864 0.0097573227 0.0000527700
2.9040 0.0097661114 0.0000174300
2.9715 0.0097345858 0.0000161700
3.0390 0.0097611207 0.0000161400
3.1064 0.0097344156 0.0000167100
3.1738 0.0098407017 0.0000162600
3.2411 0.0098584669 0.0000160600
3.3083 0.0099172764 0.0000162500
3.3754 0.0098480016 0.0000165600
3.4425 0.0098796706 0.0000169200
3.5095 0.0098175111 0.0000172200
3.5765 0.0098352450 0.0000176700
3.6434 0.0098060285 0.0000181000
3.9101 0.0097689817 0.0000202100
3.9765 0.0097343260 0.0000209700
4.0429 0.0097468650 0.0000217000
4.1092 0.0096696248 0.0000225600
4.1754 0.0096573844 0.0000230300
4.2415 0.0096705617 0.0000237700
4.3075 0.0097332060 0.0000249900
4.3734 0.0096223983 0.0000265300
4.4391 0.0096096639 0.0000271600
4.5048 0.0097052707 0.0000292600
4.5704 0.0096943631 0.0000297300
4.6358 0.0096788007 0.0000315800
4.7011 0.0097139033 0.0000325200
4.7663 0.0097278050 0.0000336500
4.8314 0.0097131070 0.0000355100
4.8963 0.0096311305 0.0000360900
4.9611 0.0096760998 0.0000377200
