#wavelength transit_depth
250.0 0.013539511003172466
243.90243902439025 0.013650471413215983
238.0952380952381 0.013443181442220127
232.5581395348837 0.013455301889090004
227.27272727272728 0.013477588538976334
222.22222222222223 0.01342919789662198
217.3913043478261 0.013453999615014582
212.7659574468085 0.013595554921361172
208.33333333333334 0.013472547662298424
204.08163265306123 0.013428575060051037
200.0 0.013425761477366106
196.07843137254903 0.013435709083224103
192.30769230769232 0.013459661280281547
188.67924528301887 0.01347600594911481
185.1851851851852 0.013478574868356632
181.8181818181818 0.013574481415961499
178.57142857142858 0.013538683892835609
175.43859649122808 0.013542047243111715
172.41379310344828 0.0134961505122575
169.4915254237288 0.013514444260841882
166.66666666666666 0.013567654156269968
163.9344262295082 0.013464742445072196
161.29032258064515 0.01351129805153011
158.73015873015873 0.013486351278631067
156.25 0.013651223164203133
153.84615384615384 0.01345931435181119
151.5151515151515 0.013448682568190306
149.2537313432836 0.013487552207823664
147.05882352941177 0.01356097228048074
144.92753623188406 0.013502811975422887
142.85714285714286 0.013461523119661601
140.8450704225352 0.013529429596801274
138.88888888888889 0.013544096916449434
136.986301369863 0.013523489657869491
135.13513513513513 0.013567883803107335
133.33333333333334 0.013504179538983979
131.57894736842104 0.013501246901156071
129.87012987012986 0.01347077364332798
128.2051282051282 0.013534985925837387
126.58227848101266 0.013555562491045359
125.0 0.013692200435661963
123.45679012345678 0.01365839182358278
121.95121951219512 0.013552013532863338
120.48192771084338 0.013484059916872132
119.04761904761905 0.013462602036639877
117.6470588235294 0.013481204771911712
116.27906976744185 0.013477271066112134
114.94252873563218 0.013495959796525688
113.63636363636364 0.013622657543882788
112.35955056179775 0.01353694429604165
111.11111111111111 0.013532379497937468
109.89010989010988 0.01348443665851083
108.69565217391305 0.013528874144732755
107.52688172043011 0.013533297217911914
106.38297872340425 0.013483369984694451
105.26315789473684 0.013480327619754472
104.16666666666667 0.013583401280882486
103.09278350515464 0.013488284046486726
102.04081632653062 0.013513898700957615
101.01010101010101 0.013656559634415854
100.0 0.013608871372332621
