    0.332170949140424455E+03   -0.241719872724330642E+01   -0.834827473423176514E+01   -0.835396321771905903E+01   -0.199297529675921048E+01   -0.428806583415319409E+02    0.919765635799365544E+00   -0.619064873530372637E+02
    0.335256807066635474E+03   -0.312121703719551391E+01   -0.522879916888165219E+01   -0.676382175416980669E+01   -0.220738100878677557E+01   -0.418972939224567753E+02    0.919681083024769475E+00   -0.609848152761629265E+02
    0.369290782954929455E+03   -0.276941739270387899E+01   -0.940477138540396851E+01   -0.594688655531830435E+01   -0.252609901825206506E+01   -0.346171611580386198E+02    0.918859449104136417E+00   -0.596767034394165492E+02
    0.323730858116213199E+03   -0.308322641124640384E+01   -0.787341211206316327E+01   -0.466703889854410825E+01   -0.211808327066494506E+01   -0.405792729464503807E+02    0.919918925217484751E+00   -0.596384062523012375E+02
    0.350865077192757326E+03   -0.315765754366559293E+01   -0.615145753676951479E+01   -0.543282048850767474E+01   -0.232543038548033998E+01   -0.443427662388391823E+02    0.919413011846667239E+00   -0.591493810606660517E+02
    0.340480233526071856E+03   -0.245437216054995133E+01   -0.673555804863863994E+01   -0.989135448593589928E+01   -0.225801747226065075E+01   -0.345766852073364959E+02    0.919647760556708826E+00   -0.591487194615079446E+02
    0.343852354369301963E+03   -0.272637562151018287E+01   -0.549827274893826612E+01   -0.678128472046219155E+01   -0.247483314681263167E+01   -0.321558099825560078E+02    0.920040874391098940E+00   -0.587688990142621037E+02
    0.345307792697067157E+03   -0.306505915508372695E+01   -0.642569971007356600E+01   -0.497710134645782798E+01   -0.226959478184726038E+01   -0.319639101526804303E+02    0.919563715662297665E+00   -0.586771112351906012E+02
    0.346138234952787400E+03   -0.274888634281671607E+01   -0.665131707678429329E+01   -0.731226655326282682E+01   -0.248163487259942350E+01   -0.422328734863450350E+02    0.919734007967509815E+00   -0.585450129239030801E+02
    0.385841738440510767E+03   -0.194788122580197332E+01   -0.800320964382175148E+01   -0.672421887589581768E+01   -0.234669054562501600E+01   -0.436986788795618040E+02    0.918865833925495923E+00   -0.585310926523439008E+02
    0.388682934317032675E+03   -0.212114943009108536E+01   -0.520942313224204501E+01   -0.634550533754894364E+01   -0.235985104275217239E+01   -0.390124054199133070E+02    0.918216691068680424E+00   -0.583674844969922475E+02
    0.331668170330801388E+03   -0.227976446047989079E+01   -0.588514646623613658E+01   -0.494510292556331521E+01   -0.187256125986762179E+01   -0.347681975920649720E+02    0.919931233074551047E+00   -0.582247255333040243E+02
    0.340511623332251929E+03   -0.257974279569023857E+01   -0.389287249643066602E+01   -0.624238916068581950E+01   -0.219369338100161215E+01   -0.418810522760503261E+02    0.919767413076499007E+00   -0.581949274775908663E+02
    0.357670420960108402E+03   -0.257194696783875543E+01   -0.654779162589898878E+01   -0.693201253332743850E+01   -0.226022991911790605E+01   -0.332985724453162248E+02    0.919033681227495736E+00   -0.581875259722323506E+02
    0.346803691778972734E+03   -0.252094125294532923E+01   -0.548930413268987216E+01   -0.710781276948017915E+01   -0.215660547073691333E+01   -0.420643889701576370E+02    0.919277558953708107E+00   -0.578229346841441725E+02
    0.329947100892392257E+03   -0.273168596239618111E+01   -0.549974893738809278E+01   -0.459550389182168928E+01   -0.207082834345179023E+01   -0.361733895471237332E+02    0.919821988284981407E+00   -0.574847576988493927E+02
    0.381972734158896230E+03   -0.212139761005608740E+01   -0.494494274552781299E+01   -0.535903707937029772E+01   -0.208553231252860272E+01   -0.413749762249890907E+02    0.918482417737312762E+00   -0.572702584274985185E+02
    0.435854630034962270E+03   -0.229021812203983899E+01   -0.985475891081170374E+01   -0.754740202935411642E+01   -0.214742072577283238E+01   -0.301904860699747246E+02    0.915817218774233277E+00   -0.572618838776282502E+02
    0.405490148162419871E+03   -0.178995371884315269E+01   -0.425743326328949490E+01   -0.487449288519404256E+01   -0.179733531288435699E+01   -0.379069827978610689E+02    0.917967126528766331E+00   -0.572331735154037133E+02
    0.376334039003509133E+03   -0.200840107734774520E+01   -0.744042724318119220E+01   -0.468148577448408965E+01   -0.175427799412816299E+01   -0.434402243300926756E+02    0.918629211669719226E+00   -0.571206532829984184E+02
    0.346692709775811636E+03   -0.223374469636384276E+01   -0.112295364999326956E+02   -0.627408256648496643E+01   -0.237235477387863369E+01   -0.430041702765655884E+02    0.919531180984860308E+00   -0.569304348724641258E+02
    0.373942175148042452E+03   -0.238967940999715367E+01   -0.779616461705074215E+01   -0.114874019170840285E+02   -0.249544325970452263E+01   -0.309911689654487148E+02    0.918705683395153461E+00   -0.568562852208247449E+02
    0.368789217604353382E+03   -0.184143411631765375E+01   -0.108579071062969135E+02   -0.541816826996899970E+01   -0.196549805227698648E+01   -0.375351126162623956E+02    0.919408350020849863E+00   -0.568292058909424540E+02
    0.339250110574067890E+03   -0.279653578813282522E+01   -0.102170518547287195E+02   -0.605267243705759572E+01   -0.200884542382356912E+01   -0.305863996495039814E+02    0.919174737266532871E+00   -0.567823627096494050E+02
    0.356003285478706118E+03   -0.216035777551799590E+01   -0.107531072224773716E+02   -0.678471326852361045E+01   -0.209215346446903361E+01   -0.430966164151801365E+02    0.919139401424787339E+00   -0.566615431972301877E+02
    0.338536776929033806E+03   -0.203796152620321891E+01   -0.841422819369164188E+01   -0.526937099652292051E+01   -0.201000308056260657E+01   -0.390771229931043820E+02    0.919727430459384099E+00   -0.564365867342125043E+02
    0.341770565790088654E+03   -0.204590389863886379E+01   -0.971071746472555120E+01   -0.624000625273714249E+01   -0.228043598122276592E+01   -0.355265993637340856E+02    0.919996032875974312E+00   -0.564347308410673065E+02
    0.358076547184246749E+03   -0.213224464476723696E+01   -0.107696585091606085E+02   -0.444730545973566826E+01   -0.226425788260367611E+01   -0.434415202081110010E+02    0.919191082073409271E+00   -0.564193918652219324E+02
    0.354436512930609524E+03   -0.253228379722428087E+01   -0.823804438482061840E+01   -0.571420870505144407E+01   -0.223477337413237898E+01   -0.319369462457625772E+02    0.918864650977077924E+00   -0.564041940966639146E+02
    0.372199858786313087E+03   -0.228601750010060911E+01   -0.119251604695855757E+02   -0.480839295198296490E+01   -0.233017208681301291E+01   -0.383052775023841576E+02    0.918854348872052862E+00   -0.563345092195397541E+02
    0.384995903496082178E+03   -0.229523183372245576E+01   -0.753062421745121569E+01   -0.503922593915015860E+01   -0.238374018347824723E+01   -0.350544474205027612E+02    0.918299308568992556E+00   -0.563072413935321592E+02
    0.365721866629711599E+03   -0.211552552211122702E+01   -0.591703836484518053E+01   -0.644452729554087078E+01   -0.207456061554483995E+01   -0.418803341731966015E+02    0.918783525653174671E+00   -0.562797767744593500E+02
    0.390094921629879650E+03   -0.182810144689964105E+01   -0.544541705724081027E+01   -0.559418824439281437E+01   -0.185689297621298266E+01   -0.368977764411177844E+02    0.918481467340513724E+00   -0.562512583810985376E+02
    0.394384224197788001E+03   -0.184775240519846129E+01   -0.414172221404658902E+01   -0.479275757595901020E+01   -0.211723101733459629E+01   -0.327393574905119848E+02    0.918212289437278173E+00   -0.562501866632960841E+02
    0.350284094105866927E+03   -0.231882360470521220E+01   -0.815149014853637510E+01   -0.511421430390473297E+01   -0.252640964261945200E+01   -0.385012893142395427E+02    0.919694141066976556E+00   -0.561643638698324423E+02
    0.332403280230284906E+03   -0.262012369793389865E+01   -0.665524895437066277E+01   -0.495900523967967022E+01   -0.219889623700223780E+01   -0.432900704267716137E+02    0.919590189043232753E+00   -0.559763899496353332E+02
    0.417155889306596748E+03   -0.166574172318024161E+01   -0.447398275517080357E+01   -0.740305226325394461E+01   -0.203717589058817161E+01   -0.305175703459832235E+02    0.918014922001812006E+00   -0.559259023453757891E+02
    0.395200405329244234E+03   -0.213782103470648721E+01   -0.424136889115592197E+01   -0.546465246416520145E+01   -0.244253945851449394E+01   -0.317500013488271726E+02    0.918170652729901060E+00   -0.558747347988836793E+02
    0.365752984947866651E+03   -0.228318986033077920E+01   -0.411311290822263942E+01   -0.574703207835369589E+01   -0.193968000598415280E+01   -0.307192105822095307E+02    0.918724992957257403E+00   -0.558567191810197130E+02
    0.374682974982183055E+03   -0.189781678899807815E+01   -0.431348422193670000E+01   -0.639605258573521951E+01   -0.213784255055713501E+01   -0.356049140352219098E+02    0.918944692350736947E+00   -0.558548650622678124E+02
    0.392270773623984667E+03   -0.198397016079857558E+01   -0.552177874808365310E+01   -0.579524233625929597E+01   -0.221503553928744523E+01   -0.305463854311440706E+02    0.917678805753960436E+00   -0.557912873488350129E+02
    0.332368925800172349E+03   -0.249380944013351424E+01   -0.845177638590714864E+01   -0.623649504124378407E+01   -0.237723608414018983E+01   -0.413691227409725073E+02    0.919956586522194697E+00   -0.557764322615245334E+02
    0.387218730762101700E+03   -0.215993713577104707E+01   -0.680328597970636473E+01   -0.506317785853688207E+01   -0.235310221670885866E+01   -0.342396220314734805E+02    0.918234346931732226E+00   -0.557734912060547003E+02
    0.329344337340230823E+03   -0.230351769604263268E+01   -0.113819502097707144E+02   -0.512771625972368827E+01   -0.200293658678428521E+01   -0.364007100652721505E+02    0.919991906464858622E+00   -0.557677630814402931E+02
    0.365868355794293052E+03   -0.232651148111889761E+01   -0.631022656690760098E+01   -0.609037744831617722E+01   -0.233861736692146671E+01   -0.337816066143584948E+02    0.918763010446489892E+00   -0.557602825114644887E+02
    0.351896905354849650E+03   -0.196876416259538090E+01   -0.401375760098649081E+01   -0.512192013041189753E+01   -0.205586980891624016E+01   -0.429829220382781401E+02    0.919645218818389787E+00   -0.557525467975781339E+02
    0.356893251046025455E+03   -0.262336530930582867E+01   -0.478513817553143816E+01   -0.563619389216577460E+01   -0.254994624716696094E+01   -0.355249378097990629E+02    0.919327693770457643E+00   -0.557042346389478880E+02
    0.388505993749887921E+03   -0.179559855218494846E+01   -0.602214801405275679E+01   -0.449068649686647525E+01   -0.202639949474204428E+01   -0.393079414305211543E+02    0.918547030660681774E+00   -0.556730528334142392E+02
    0.342047316280723578E+03   -0.216749839424225854E+01   -0.714167084712422362E+01   -0.555623628084377952E+01   -0.195655725678445336E+01   -0.431523573794874196E+02    0.919662329876718032E+00   -0.555769695076176902E+02
    0.402727701312016563E+03   -0.193686247451644000E+01   -0.494597080292042435E+01   -0.573072164621794844E+01   -0.211433870241233990E+01   -0.316062209297544356E+02    0.917814670590919590E+00   -0.555767453943323488E+02
    0.346646324297654473E+03   -0.286446460507326250E+01   -0.717812129787131781E+01   -0.535734513546994506E+01   -0.241273671516509935E+01   -0.355103065315821311E+02    0.919709672915153709E+00   -0.555473470794169799E+02
    0.353052441137499954E+03   -0.277298213359086354E+01   -0.634706404654928580E+01   -0.540326406578469243E+01   -0.252993723784877389E+01   -0.326724456472806537E+02    0.919448801540122651E+00   -0.555391681054943120E+02
    0.361495626934219388E+03   -0.217249079931638533E+01   -0.393824833162352839E+01   -0.467991765434689633E+01   -0.199887207108139364E+01   -0.408947490338979023E+02    0.918714354618763718E+00   -0.555386889956951322E+02
    0.364224225708717370E+03   -0.219357431578309914E+01   -0.328298056406893934E+01   -0.541608681311398321E+01   -0.204394515083733985E+01   -0.398061266682790702E+02    0.918845830272795538E+00   -0.555084762703925989E+02
    0.356462783150754490E+03   -0.233741133220020636E+01   -0.977068739262429276E+01   -0.673795521008437781E+01   -0.215187072677974989E+01   -0.306792567136641665E+02    0.919119048906611891E+00   -0.554795735808176715E+02
    0.362600038474224618E+03   -0.199167618415004277E+01   -0.637945251644150879E+01   -0.467684725287154635E+01   -0.186882283298016638E+01   -0.336622509261273493E+02    0.919156322368205991E+00   -0.554650511279822638E+02
    0.345196406486469925E+03   -0.228848402948555574E+01   -0.769751312767917550E+01   -0.574398419948232686E+01   -0.227630921410451137E+01   -0.397426800734840100E+02    0.919376263447678976E+00   -0.554483339260410020E+02
    0.374850132715688233E+03   -0.247036749084084306E+01   -0.889578756908115409E+01   -0.580415617874136647E+01   -0.222554286067155616E+01   -0.316030751364689664E+02    0.918342639311511055E+00   -0.553647917440545498E+02
    0.395003329278740978E+03   -0.184797972391534771E+01   -0.102079828259322518E+02   -0.485879204013755839E+01   -0.189611576880460397E+01   -0.398718593200081415E+02    0.918230611809631725E+00   -0.553309474610928191E+02
    0.390595894303141677E+03   -0.223930665487521985E+01   -0.104536874291822457E+02   -0.815089055384609296E+01   -0.239862640781652559E+01   -0.308896058065418551E+02    0.918089646080709976E+00   -0.553285444581971149E+02
    0.372974951301282772E+03   -0.222751042301360158E+01   -0.115020093330526123E+02   -0.887497404680819280E+01   -0.232786392291471600E+01   -0.305631287675831196E+02    0.918420239162045515E+00   -0.553251691478193734E+02
    0.352011063116714809E+03   -0.279429052795461708E+01   -0.906849546937400852E+01   -0.590148261811612063E+01   -0.249758605355995300E+01   -0.427301119539011935E+02    0.919579452367496053E+00   -0.552694767397903632E+02
    0.354851779807390130E+03   -0.228593806269622313E+01   -0.688854416332396902E+01   -0.513244105958291996E+01   -0.198331667162172742E+01   -0.449139052422003786E+02    0.919152356734600717E+00   -0.552687805586050231E+02
    0.361287924272976454E+03   -0.195676473912540061E+01   -0.369897449776497211E+01   -0.512332893533533884E+01   -0.192245123450872413E+01   -0.410493543316902247E+02    0.919202380877232605E+00   -0.552640838507185208E+02
    0.346947160502248835E+03   -0.227113985739097579E+01   -0.670091259245674031E+01   -0.567276792633647897E+01   -0.221428893202855370E+01   -0.410951747485966621E+02    0.919723092689600286E+00   -0.552523596686394569E+02
    0.401587239377801495E+03   -0.205554125416778000E+01   -0.998481756314469493E+01   -0.997434461780447990E+01   -0.231830610000134918E+01   -0.303718158226921844E+02    0.917755242794824677E+00   -0.552255826391018090E+02
    0.344477114031061092E+03   -0.262271765190557105E+01   -0.699291984963864710E+01   -0.607973262622014055E+01   -0.255506057922239016E+01   -0.406345371961774546E+02    0.919897768799548876E+00   -0.551922927808531441E+02
    0.356603294762399400E+03   -0.218660376408462653E+01   -0.764664958981062259E+01   -0.674125065748043983E+01   -0.224385687746779183E+01   -0.428410814354126401E+02    0.919331873061943639E+00   -0.551644617653977178E+02
    0.324092455020883392E+03   -0.268620995965294185E+01   -0.779459005483935297E+01   -0.573635128141179074E+01   -0.220730055114121626E+01   -0.397581405299117989E+02    0.920038251896791337E+00   -0.551600132268549146E+02
    0.393127429848360634E+03   -0.187223287709927000E+01   -0.385547235201951999E+01   -0.503096595670436564E+01   -0.203261272948742189E+01   -0.421054951304957896E+02    0.918211694620509111E+00   -0.551234509785115634E+02
    0.342251640197525887E+03   -0.220789384800598754E+01   -0.703603300574711454E+01   -0.524014029835864914E+01   -0.237325546021886957E+01   -0.319604235055704820E+02    0.920004110207683024E+00   -0.551176647662161159E+02
    0.356732853120459026E+03   -0.236641783623495172E+01   -0.772001759828266021E+01   -0.547269172074042842E+01   -0.251353176999394279E+01   -0.435867564815468924E+02    0.919342681001115491E+00   -0.551074776593016793E+02
    0.414762027995568758E+03   -0.228482723571767821E+01   -0.410606297025393907E+01   -0.692544849803298579E+01   -0.209386900142874488E+01   -0.299185962558630365E+02    0.916242013723310489E+00   -0.551057347867507232E+02
    0.331393530354855386E+03   -0.239998723451631335E+01   -0.384150512392871057E+01   -0.564981403595638731E+01   -0.216895112018426417E+01   -0.438099832155601945E+02    0.919837786071541652E+00   -0.551004599906085843E+02
    0.374266034258551485E+03   -0.220468500014708191E+01   -0.957710896111398391E+01   -0.565350110495616676E+01   -0.213601967452899899E+01   -0.372735845366770775E+02    0.918609601249563590E+00   -0.550952425422288741E+02
    0.376295371862436980E+03   -0.195310592763588353E+01   -0.839171710866659737E+01   -0.607641915206714600E+01   -0.234450307100370203E+01   -0.433413360595495476E+02    0.919039013188730047E+00   -0.550903169276251674E+02
    0.368598896756480428E+03   -0.190726458870490845E+01   -0.951620879004888565E+01   -0.539727595489966028E+01   -0.192253000944231545E+01   -0.308093427845513936E+02    0.918754133253304905E+00   -0.550891851245502622E+02
    0.390310620741702451E+03   -0.186110501832731146E+01   -0.850261784653970309E+01   -0.595270083740334055E+01   -0.209900234344324765E+01   -0.321926879052903132E+02    0.918522025802949837E+00   -0.550643048942699664E+02
    0.421993143692068486E+03   -0.155847573261075034E+01   -0.109421623834987614E+02   -0.549336540897468240E+01   -0.197538717599530322E+01   -0.311552773546485469E+02    0.918333010237899372E+00   -0.550501994770484160E+02
