    0.113622312233593789E+04    0.192527314206546052E+01   -0.150485227371759067E+01    0.822133135676810411E+01    0.134431627394583941E+01   -0.247325046025414474E+01   -0.122395621832948152E+02    0.102771637192181875E+01   -0.134359667315132025E+01   -0.871590615185908302E+00    0.122204329499672372E+04   -0.791016002202152180E+00    0.844469722080091501E+01    0.545916834769719550E+01   -0.464914633613784289E+01   -0.785606563341958886E+01   -0.390613052278177264E+02
    0.107654712463589613E+04    0.219477363876733911E+01   -0.595477250964288718E+00    0.918709625805828978E+01    0.214241326136593369E+01   -0.442987143155215080E+01   -0.870945100173118902E+01    0.102673280580839532E+01   -0.169799649549022180E+01   -0.161748988670541971E+01    0.186609305744721519E+04   -0.158588215773727947E+00    0.605431737532419945E+01    0.328874992707584290E+01   -0.132597856812076476E+01   -0.511429943786714247E+01   -0.383524758239327497E+02
    0.125831934456622776E+04    0.202856184647971993E+01   -0.188214094470458271E+01    0.804479702891270421E+01    0.597107293676391038E+01   -0.546129506859441616E+01   -0.639146561327511975E+01    0.102801630067174798E+01   -0.260917425987167206E+01   -0.253375312264190278E+01    0.159990601938874966E+04   -0.181425443652860885E+01    0.904287908493784087E+01    0.762708951514838196E+00   -0.218269027838890928E+01   -0.542221318396688901E+01   -0.381328281938152429E+02
    0.113745085349392343E+04    0.199312867522170878E+01   -0.176742544280446623E+01    0.753116577131042408E+01    0.253956888954916460E+01   -0.308969783066010528E+01   -0.127049073582207193E+02    0.102593522363465928E+01   -0.894371432286372059E+00   -0.912149358802458288E+00    0.135577315887132772E+04   -0.166601479942641606E+01    0.943844044789694614E+01    0.449063100925981562E+01   -0.974765931328871460E-01   -0.141022887463758941E+02   -0.380304956576960365E+02
    0.112959970289788089E+04    0.205594365292229053E+01   -0.107657610717303420E+01    0.595599023865673161E+01    0.560381953638310826E+01   -0.500894447466062864E+01   -0.669230877584481298E+01    0.102776711172247603E+01   -0.213809168367737445E+01   -0.135987910177532445E+01    0.167482705274045384E+04   -0.176578294706618877E+01    0.907484976729360682E+01    0.410515976580664166E+01   -0.584409310657690639E+00   -0.872965804710901594E+01   -0.372103485394262492E+02
    0.144319605816416924E+04    0.216171481570143076E+01   -0.600978881910382734E+00    0.693828755940958253E+01    0.389846562168064192E+01   -0.153985771633837309E+01   -0.380959572169312466E+01    0.102720846801771959E+01   -0.193736091126247389E+01   -0.236440765968969746E+01    0.155238445546059984E+04   -0.783182085976625864E+00    0.758861199925718033E+01    0.474700604290617711E+01    0.832422584134113741E+00   -0.119684545363742192E+02   -0.365444775589434556E+02
    0.105293153959781876E+04    0.208616823162633125E+01   -0.331565310449702944E+00    0.975057978741526377E+01    0.366764623470505002E+01   -0.196557764346312602E+01   -0.934492274203125461E+01    0.103032416115656256E+01   -0.235050179261989678E+01   -0.249611108874616949E+01    0.171571569518542492E+04   -0.171924436171825068E+01    0.650869454729100294E+01    0.146767659041890131E+01   -0.345131396437593096E+01   -0.103428434780407184E+02   -0.361993138696784627E+02
    0.128578380803181290E+04    0.212160326927562082E+01   -0.447492181435126257E+00    0.887498254837149858E+01    0.240498600588100908E+01   -0.999509289091720099E+00   -0.123606464712730677E+02    0.103154748315544231E+01   -0.275576008409986262E+01   -0.229191030858989286E+01    0.159547115485119457E+04   -0.921756534214127177E+00    0.708019739871564102E+01    0.463373082619301435E+01   -0.333572969561694199E+01   -0.823025254545808771E+01   -0.359867057970920570E+02
    0.131414645858049380E+04    0.215574297772779033E+01   -0.134507502885364616E+01    0.832309438518326949E+01    0.144076497397743464E+01   -0.207801572062749385E+01   -0.740122469801367266E+01    0.103088550986200045E+01   -0.280565199884330596E+01   -0.614463270401960138E+00    0.158258153431756887E+04   -0.385139321086228392E+00    0.683780758184563897E+01    0.202565234695877283E+01    0.280830294380733037E+00   -0.759949570638649607E+01   -0.359457174681393568E+02
    0.111300530937719236E+04    0.210420902393177300E+01   -0.168272261480898244E+00    0.726286855443019164E+01    0.279531364999655230E+01   -0.196090231125386882E+01   -0.765925685944651935E+01    0.103092461048564421E+01   -0.231496831314182927E+01   -0.564033930339353784E+00    0.156623752191323001E+04   -0.424432706514839220E+00    0.663916252092644754E+01    0.516530358846963722E+01   -0.102666276867308781E+00   -0.490639075656380896E+01   -0.359267399435412571E+02
