

    0.130614865662589338E-98    0.499510670076379199E+03    0.230715260841918195E+03   -0.104680548666348727E+01   -0.765255306387063872E+01   -0.688088300040779544E+01   -0.871417033853214207E+01   -0.318648644571615591E+02    0.930981757998134984E+00
    0.138424614512085652E-98    0.499390524393127464E+03    0.286271980448481258E+03   -0.198444830730410438E+01   -0.757713141565254666E+01   -0.584656831465431459E+01   -0.796059312892487458E+01   -0.282282431418870736E+02    0.920075856548756787E+00
    0.297248895848716725E-98    0.497858036506890073E+03    0.531070127759674506E+03   -0.198240771893163448E+01   -0.695583274451986711E+01   -0.108989766788679940E+02   -0.542235545626537174E+01   -0.440574101061062180E+02    0.918648461264494842E+00
    0.307761117295994027E-98    0.497784528371207784E+03    0.173796043363140853E+03   -0.297891278016964378E+01   -0.945686072646683584E+01   -0.849622152561343391E+01   -0.431965051810732259E+01   -0.321323999123152504E+02    0.924679882728731473E+00
    0.359583172458978919E-98    0.497469285136232486E+03    0.552145820723529710E+03   -0.606644879224061029E+01   -0.101379617150032004E+02   -0.526998790456458899E+01   -0.423259011520791972E+01   -0.334198205276394944E+02    0.913602229769860608E+00
    0.564222944192067153E-98    0.496564277219885753E+03    0.491536177161742614E+03   -0.564476678096489248E+01   -0.297319424353165118E+01   -0.731616705934786893E+00   -0.497993308632094944E+01   -0.267311713432807743E+02    0.929033329370355987E+00
    0.630364225566625390E-98    0.496338580572610340E+03    0.248383108967475181E+03   -0.122204955137604188E+01   -0.789835446650261286E+01   -0.576841167792651177E+01   -0.744109057064033141E+01   -0.305566067145747340E+02    0.928711848349480285E+00
    0.925948309642549020E-98    0.495565539324973713E+03    0.531400436345450316E+03   -0.657144246077367100E+00   -0.450172920143624289E+01   -0.980465826106897964E+01   -0.716120014726414311E+01   -0.326014203715216269E+02    0.928328053976797740E+00
    0.145024808598793747E-97    0.494664196319780274E+03    0.175173400782447231E+03   -0.107930685822956782E+02   -0.914753837483219101E+01   -0.359054636664943061E+01   -0.198925746472337295E+01   -0.416864334979778306E+02    0.921466507715073990E+00
    0.173591400715166371E-97    0.494300597431024300E+03    0.334224927778662732E+03   -0.664004958077390928E+01   -0.377432874996546630E+01   -0.475011798707584809E+01   -0.947603962923143150E+01   -0.283977962458359521E+02    0.919018525967433275E+00
    0.268742771408932733E-97    0.493422496598926955E+03    0.198980429450536803E+03   -0.346806948539913229E+01   -0.678191128483297234E+01   -0.710348593740207157E+01   -0.658509977177432049E+01   -0.332042179268997160E+02    0.927963605509375400E+00
    0.277214627204422120E-97    0.493356421895688584E+03    0.145698887988147703E+03   -0.911017920312951013E+01   -0.504926681461078886E+01   -0.110776938125923561E+02   -0.520741028879132095E+01   -0.298822626418017450E+02    0.928889541162357668E+00
    0.288644054412845148E-97    0.493271617396154568E+03    0.498835692602668075E+03   -0.105006526591913740E+02   -0.806858784991690570E+01   -0.919784237570736174E+01   -0.449422764412876141E+01   -0.284354102657349301E+02    0.912911540912399122E+00
    0.342350196080561523E-97    0.492926337606289735E+03    0.359160287635699945E+03   -0.765568295218843442E+01   -0.606688852215893792E+01   -0.555810860384421268E+01   -0.474536595597533761E+01   -0.354059160939531949E+02    0.921233402359115661E+00
    0.364998433842004412E-97    0.492794219837462322E+03    0.134058665967877232E+03   -0.262170102620712342E+01   -0.105491713234056803E+02   -0.107297622297874611E+02   -0.798671716195972792E+01   -0.335489426651328557E+02    0.928872097786285655E+00
    0.622628623059657967E-97    0.491722105502152829E+03    0.370372687534468469E+03   -0.432078433508589477E+01   -0.142906096287496709E+01   -0.779571116996228231E+01   -0.333605865959823511E+01   -0.267332449101722815E+02    0.917224250200556313E+00
    0.657838541879165557E-97    0.491608086914657065E+03    0.473082874656833326E+03   -0.100130093770097766E+02   -0.187875203967513826E+01   -0.896803216263672098E+01   -0.495813600982359404E+01   -0.399532279460970514E+02    0.921977746679640608E+00
    0.813198579913221606E-97    0.491180055292005136E+03    0.255716637054594372E+03   -0.745412196439174402E+01   -0.142652625480372208E+01   -0.739340361497533305E+01   -0.535717852476811274E+01   -0.260614333578352522E+02    0.922696617046166567E+00
    0.107122054095810514E-96    0.490624898023231594E+03    0.541379925294552550E+03   -0.109233345377245392E+02   -0.970078452701642746E+01   -0.311659999323586590E+01   -0.330801777863271873E+01   -0.397993777471376617E+02    0.912077408934058087E+00
    0.220590265590940977E-96    0.489176221819176817E+03    0.260112744108408265E+03   -0.114430424014732424E+01   -0.116352592756062947E+02   -0.494139955421115573E+01   -0.500929432513615502E+01   -0.328056596200152839E+02    0.929830962004549066E+00
    0.242966753032705986E-96    0.488978986546564045E+03    0.294942734429342067E+03   -0.347140616524161949E+01   -0.789989815907297466E+01   -0.504345060513347931E+01   -0.523884604389649677E+01   -0.366789811713168064E+02    0.926134271427366929E+00
    0.244492019773615226E-96    0.488962470438094044E+03    0.584040828050677646E+03   -0.552821024466210265E+01   -0.101241320378598374E+02   -0.731703631511105623E+01   -0.549891958111922818E+01   -0.434373658789496773E+02    0.916665261949311416E+00
    0.722435405130736612E-96    0.486791579754280292E+03    0.296593264680551499E+03   -0.117959491130448573E+02   -0.961216751518815826E+01   -0.554005531534160856E+01   -0.907991134629522456E+01   -0.291685323497228239E+02    0.922617658310655009E+00
    0.860687007620286980E-96    0.486437373944113176E+03    0.154463262894031374E+03   -0.347370498963454644E+01   -0.504063125092574627E+01   -0.837571814541465187E+01   -0.124289597164179177E+01   -0.327026496736285210E+02    0.929979426773666518E+00
    0.119684475847433451E-95    0.485773947766975596E+03    0.460487261902129205E+03   -0.895441410226404599E+01   -0.159298556840562355E+01   -0.777770419451714368E+01   -0.474251605902477724E+01   -0.397184648282841408E+02    0.924601536687812309E+00
    0.151928099684856720E-95    0.485292850829857116E+03    0.140817510901769083E+03   -0.945131979627460694E+01   -0.760099356276245963E+01   -0.589362250013906497E+01   -0.753685174631200727E+01   -0.282238849971470316E+02    0.925154782105119144E+00
    0.209091658676685323E-95    0.484650120162769213E+03    0.425998398741163840E+03   -0.554978173353539717E-01   -0.542840263250549349E+01   -0.127370977911098748E+00   -0.537865181395949143E+01   -0.281148099962854126E+02    0.936100678339205294E+00
    0.220685765193896901E-95    0.484538185965463413E+03    0.143991634072719819E+03   -0.110021378401146741E+01   -0.464086665739146564E+01   -0.691798221667470514E+01   -0.483865769804297585E+01   -0.279372165170087570E+02    0.929225208947398240E+00
    0.256616534678985757E-95    0.484232499815605422E+03    0.398540349195996100E+03   -0.285195889004032388E+01   -0.860593904484678873E+01   -0.677335555648585874E+01   -0.651634256186242844E+01   -0.269357550825564616E+02    0.909257578415517687E+00
    0.378525929153242141E-95    0.483451096439825960E+03    0.200953861561872429E+03   -0.847849308456198969E+01   -0.111306563853425917E+02   -0.175195673725809442E+01   -0.218648343219541985E+01   -0.411672188653182758E+02    0.928745292024066860E+00
    0.380751241489814744E-95    0.483435373086119171E+03    0.222510580037750344E+03   -0.712561377245196592E+01   -0.987580104537125081E+01   -0.816267856821123061E+01   -0.978066539355504005E+01   -0.290007935713430953E+02    0.923657845124745247E+00
    0.436046566961305476E-95    0.483160167505739196E+03    0.364424370019390324E+03   -0.798005161864345958E+01   -0.258847757125558076E+00   -0.491974943231217487E+01   -0.204322283917593595E+01   -0.310754321687004165E+02    0.932409611232147162E+00
    0.436328809936922172E-95    0.483154873370242285E+03    0.461513154148801732E+03   -0.342194698522627583E+01   -0.336924829897261446E+01   -0.807339420796526674E+01   -0.301503206588722961E+01   -0.317375990526509071E+02    0.912668803727883282E+00
    0.474751019777709615E-95    0.482982084595502897E+03    0.316043812564690199E+03   -0.834392348899335445E+00   -0.767535153768865896E+01   -0.108340554720380737E+02   -0.212459090053064692E+01   -0.300810256657977462E+02    0.925145222806799339E+00
    0.516915574271630560E-95    0.482807906467160080E+03    0.130992828195078658E+03   -0.574860725793842864E+01   -0.449356981712333692E+01   -0.851991581034495837E+01   -0.639944929227616388E+01   -0.345330913524294090E+02    0.928856992436854823E+00
    0.585204299561951733E-95    0.482555743558373649E+03    0.207560211878837947E+03   -0.888258887329635982E+00   -0.410186487572689096E+01   -0.646623277465307833E+01   -0.539975415481604060E+01   -0.258177180828920356E+02    0.925746299937103112E+00
    0.643823543831756878E-95    0.482360816214348688E+03    0.455284013622376563E+03   -0.240880509799976572E+01   -0.641150012756371446E+01   -0.915940157911033026E+01   -0.902696585062340517E+00   -0.363083600943470870E+02    0.917763330364593677E+00
    0.765055920264829384E-95    0.482011767731864211E+03    0.364537447915279756E+03   -0.642830065619105806E+01   -0.563380783231538462E+01   -0.700750616936798831E+01   -0.601735327823421606E+01   -0.310484546278348574E+02    0.924586032071647468E+00
    0.879678588800587536E-95    0.481728552389431911E+03    0.152736701520124484E+03   -0.804212312699217691E+01   -0.655975245028341192E+01   -0.828916427675406453E+01   -0.910481522668515275E+01   -0.251554380497118864E+02    0.918193655697611577E+00
    0.976132461216938368E-95    0.481516468999616734E+03    0.194341858489989789E+03   -0.482861419161998029E+01   -0.867313612199259154E+01   -0.114961936712203503E+02   -0.688699670188856672E+01   -0.392620646820542021E+02    0.928628649903401104E+00
    0.148896605822705196E-94    0.480667991116120731E+03    0.508626133864252438E+03   -0.156722346993610273E+01   -0.111439774697986493E+02   -0.720173638147094763E+01   -0.889738129555435719E+01   -0.280600486623905923E+02    0.913880197832673824E+00
    0.184712728968277201E-94    0.480232891801313428E+03    0.166392305941194422E+03   -0.447144961362545956E+01   -0.546811141356852826E+01   -0.923382463073192739E+01   -0.981414248080929497E+01   -0.251549527170002989E+02    0.919315332793632312E+00
    0.205167070250778436E-94    0.480018846156840539E+03    0.256116072913676703E+03   -0.770662184053340393E+01   -0.165973550861290420E+01   -0.927288680223556128E+01   -0.639915651160776555E+01   -0.266470545568307848E+02    0.921496508316008933E+00
    0.209046744192233742E-94    0.479977379638197704E+03    0.396775698661804199E+03   -0.688405036926269531E+00   -0.394459247589111328E+00   -0.393552017211914062E+01   -0.557661294937133789E+01   -0.253268718719482422E+02    0.931506037712097168E+00
    0.212252001070218209E-94    0.479942946898877608E+03    0.372788102178515146E+03   -0.536968482813097836E+00   -0.316057683499635544E+01   -0.863810333396305197E+01   -0.589047480000735568E+01   -0.303071346163246922E+02    0.932296923789988186E+00
    0.236048583221831812E-94    0.479726420115059796E+03    0.160015552603668937E+03   -0.343888975485957715E+01   -0.326139962522869098E+01   -0.830709998064507538E+01   -0.102111113903726114E+02   -0.280245598314786371E+02    0.923041421900187120E+00
    0.255121371636923967E-94    0.479567016606705749E+03    0.165613105344480346E+03   -0.354422510895940945E+01   -0.700435396657059250E+01   -0.142376564645594250E+01   -0.243644269348566311E+01   -0.357980869343348616E+02    0.930962909066148647E+00
    0.333251745094778665E-94    0.479028699013679727E+03    0.168548460191962647E+03   -0.408511338554028125E+01   -0.118204455165571876E+02   -0.233897202129528736E+01   -0.250498998083213564E+01   -0.285113182431214724E+02    0.926293737103251469E+00
    0.342808889180312080E-94    0.478968149169986589E+03    0.417127927831031343E+03   -0.651158136958475353E+01   -0.379200192763736510E+01   -0.715987559837282550E+01   -0.415349094672472496E+01   -0.263518987320742113E+02    0.907213529150671771E+00
    0.347656537094307159E-94    0.478936065344889471E+03    0.306494693099736537E+03   -0.238962927562766936E-01   -0.109775796652834821E+02   -0.824531463517034524E+01   -0.510459580398427804E+01   -0.372684181654172590E+02    0.936049727725553282E+00
