    0.160595285892486572E+04    0.576268613338470459E+00   -0.592679965496063277E+00    0.880002212524414062E+01    0.127806738018989563E+01   -0.271928554773330688E+01   -0.675703990459442139E+01    0.146037364006042480E+01   -0.517530083656311035E+00   -0.299879515171051025E+01    0.197580301761627197E+04   -0.155594888329505920E+01    0.751026189327239990E+01    0.167099645733833313E+01    0.966333746910095215E-01   -0.148843071460723877E+02   -0.468251971156352758E+07   -0.621460743175560815E+01    1
    0.232420864701271057E+04    0.135412651300430298E+01   -0.450174611806869684E+00    0.764588403701782227E+01    0.455968305468559265E+01   -0.818133115768432617E+00   -0.447123199701309204E+01    0.147709208726882935E+01   -0.494884550571441650E+00   -0.133716470003128052E+01    0.245634910464286804E+04    0.156087410449981423E+00    0.101696313619613647E+02    0.837648510932922363E+00   -0.300219020247459412E+01   -0.944471210241317749E+01   -0.321997113309088908E+07   -0.621660743175561681E+01    1
    0.127663570642471313E+04   -0.249755203723907471E+00    0.148790895938873291E+00    0.816221499443054199E+01    0.487489354610443115E+01   -0.331410831212997437E+01   -0.419377851486206055E+01    0.147285670042037964E+01   -0.439160943031311035E+00   -0.202676135301589966E+01    0.207636556029319763E+04   -0.923245084285736262E+00    0.561218523979187012E+01    0.562405687570571899E+01   -0.159588029980659485E+01   -0.964145845174789429E+01   -0.289907084924363159E+07   -0.621860743175561392E+01    1
    0.176088199019432068E+04   -0.647256970405578613E-01   -0.113678479790687570E+01    0.691895639896392822E+01    0.378665369749069214E+01    0.435699462890625000E+00   -0.732160240411758423E+01    0.149047875404357910E+01   -0.133607625961303711E+00   -0.151760208606719971E+01    0.187664827704429626E+04   -0.493786722421646340E+00    0.649773514270782471E+01    0.597402179241180420E+01   -0.190699151158332825E+01   -0.123221956491470337E+02   -0.283120131850262126E+07   -0.622060743175561814E+01    1
    0.106720972061157227E+04    0.118068057298660278E+01   -0.802742785215377896E+00    0.792286539077758789E+01    0.565545764565467834E+01    0.400342583656311035E+00   -0.112611948251724243E+02    0.139489489793777466E+01   -0.643577456474304199E+00   -0.236213135719299316E+01    0.192197573184967041E+04   -0.337110757827761010E-01    0.767003643512725830E+01    0.891628921031951904E+00   -0.141543155908584595E+01   -0.763345581293106079E+01   -0.141154332893841574E+07   -0.622260743175562414E+01    1
    0.139985719323158264E+04   -0.506610989570617676E+00   -0.332856106758117720E+00    0.731669723987579346E+01    0.389641132950782776E+01   -0.126901870965957642E+01   -0.122265213131904602E+02    0.146169722080230713E+01   -0.138954162597656250E+01   -0.241264897584915161E+01    0.179237532615661621E+04   -0.579518985748291193E+00    0.984351766109466553E+01    0.105876356363296509E+01   -0.170040956139564514E+01   -0.472818887233734131E+01   -0.138676951429597056E+07   -0.622460743175562925E+01    1
    0.133045852184295654E+04   -0.155981016159057617E+01   -0.750575667619705289E+00    0.970508670806884766E+01    0.594236826896667480E+01    0.196774542331695557E+00   -0.335923606157302856E+01    0.142900377511978149E+01   -0.620091855525970459E+00   -0.225892764329910278E+01    0.247910398244857788E+04   -0.748418819904327570E+00    0.613738214969635010E+01    0.155865293741226196E+01   -0.150463244318962097E+01   -0.133828873038291931E+02   -0.136473586877037026E+07   -0.622660743175562548E+01    1
    0.173017007112503052E+04   -0.127033114433288574E+00   -0.195791124105453496E+01    0.921948778629302979E+01    0.808360576629638672E+00   -0.539842343330383301E+01   -0.612743639945983887E+01    0.144101202487945557E+01   -0.146948719024658203E+01   -0.863091588020324707E+00    0.238583999872207642E+04   -0.108554043769836417E+01    0.101993634700775146E+02    0.162665477395057678E+01   -0.572932398319244385E+01   -0.445629346370697021E+01   -0.125804388473267877E+07   -0.622860743175562526E+01    1
    0.176332163810729980E+04   -0.799004435539245605E-01   -0.263185387849807828E+00    0.536253345012664795E+01    0.171631997823715210E+01   -0.285449525713920593E+01   -0.279530429840087891E+01    0.148525983095169067E+01   -0.176739960908889771E+01   -0.258466297388076782E+01    0.204276964068412781E+04    0.219301569461822332E+00    0.955990910530090332E+01    0.513710054755210876E+01    0.117614650726318359E+01   -0.289173799753189087E+01   -0.125277905254460522E+07   -0.623060743175562948E+01    1
    0.119657158851623535E+04    0.834919810295104980E-01   -0.168485717177391048E+01    0.589012324810028076E+01    0.314119994640350342E+01   -0.483316040039062500E+01   -0.998149740695953369E+01    0.135014861822128296E+01   -0.282368302345275879E+00   -0.212868565320968628E+01    0.176894024014472961E+04   -0.775887268781662032E+00    0.793746805191040039E+01    0.533594149351119995E+01   -0.530483937263488770E+01   -0.675989061594009399E+01   -0.122210524476088164E+07   -0.623260743175562393E+01    1
